"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some Other Race alone","Margin of Error!!Total:!!Some Other Race alone","Estimate!!Total:!!Two or More Races:","Margin of Error!!Total:!!Two or More Races:","Estimate!!Total:!!Two or More Races:!!Two races including Some Other Race","Margin of Error!!Total:!!Two or More Races:!!Two races including Some Other Race","Estimate!!Total:!!Two or More Races:!!Two races excluding Some Other Race, and three or more races","Margin of Error!!Total:!!Two or More Races:!!Two races excluding Some Other Race, and three or more races",
"0500000US01001","Autauga County, Alabama","59285","*****","43616","310","11829","406","42","41","616","232","0","31","460","328","2722","518","1187","329","1535","426",
"0500000US01003","Baldwin County, Alabama","239945","*****","198721","1300","19144","773","980","350","2272","347","104","98","5440","1149","13284","1446","6035","1054","7249","907",
"0500000US01005","Barbour County, Alabama","24757","*****","10891","238","11616","127","46","31","136","19","0","25","1337","295","731","191","368","154","363","117",
"0500000US01007","Bibb County, Alabama","22152","*****","16634","204","4587","230","175","149","51","58","0","25","80","93","625","257","187","117","438","232",
"0500000US01009","Blount County, Alabama","59292","*****","53062","635","747","154","235","159","51","53","88","85","2055","603","3054","563","1654","542","1400","170",
"0500000US01011","Bullock County, Alabama","10157","*****","2327","158","7234","109","0","21","47","51","0","21","328","192","221","140","132","111","89","90",
"0500000US01013","Butler County, Alabama","18807","*****","9622","70","8411","81","69","47","249","62","0","21","78","56","378","136","135","71","243","111",
"0500000US01015","Calhoun County, Alabama","116141","*****","82465","519","25515","537","302","123","925","151","198","173","2421","451","4315","632","1359","353","2956","487",
"0500000US01017","Chambers County, Alabama","34450","*****","19089","335","13697","125","16","24","201","122","3","5","716","327","728","234","192","127","536","182",
"0500000US01019","Cherokee County, Alabama","25224","*****","23017","140","948","199","103","49","39","65","0","25","165","72","952","219","173","120","779","197",
"0500000US01021","Chilton County, Alabama","45500","*****","36815","619","4175","192","616","600","222","60","156","200","1365","409","2151","425","1227","424","924","195",
"0500000US01023","Choctaw County, Alabama","12525","*****","7101","20","4782","228","15","23","22","31","0","21","52","50","553","228","26","37","527","228",
"0500000US01025","Clarke County, Alabama","22802","*****","11749","107","10360","151","9","16","71","28","0","25","217","133","396","156","71","65","325","147",
"0500000US01027","Clay County, Alabama","14188","*****","11424","130","1840","180","19","36","47","23","0","21","161","116","697","247","381","225","316","153",
"0500000US01029","Cleburne County, Alabama","15254","*****","14158","82","598","61","42","35","16","25","0","21","206","100","234","108","121","81","113","57",
"0500000US01031","Coffee County, Alabama","54231","*****","38780","374","8991","457","312","93","509","113","49","13","1228","312","4362","560","1472","328","2890","463",
"0500000US01033","Colbert County, Alabama","57648","*****","44984","148","9103","310","94","59","229","145","19","23","1020","312","2199","437","408","193","1791","427",
"0500000US01035","Conecuh County, Alabama","11411","*****","5730","30","5221","201","17","25","27","29","0","21","30","31","386","196","191","175","195","99",
"0500000US01037","Coosa County, Alabama","10323","*****","6664","190","3065","72","13","18","0","21","0","21","111","137","470","174","306","159","164","74",
"0500000US01039","Covington County, Alabama","37647","*****","31325","125","4417","183","83","47","151","60","0","28","245","110","1426","246","315","127","1111","202",
"0500000US01041","Crenshaw County, Alabama","13144","*****","9280","62","3071","143","28","31","153","50","5","10","111","72","496","183","72","48","424","158",
"0500000US01043","Cullman County, Alabama","89463","*****","81402","533","958","131","312","183","499","129","19","26","1823","591","4450","755","2682","736","1768","223",
"0500000US01045","Dale County, Alabama","49516","*****","33971","346","10504","255","333","142","654","89","37","17","1227","294","2790","398","1015","326","1775","255",
"0500000US01047","Dallas County, Alabama","37536","*****","10207","89","26467","407","93","38","226","11","0","28","43","48","500","403","6","9","494","404",
"0500000US01049","DeKalb County, Alabama","71946","*****","58471","844","923","123","1059","417","145","64","418","537","6809","1015","4121","682","1884","617","2237","168",
"0500000US01051","Elmore County, Alabama","88669","*****","64984","390","18685","499","204","88","604","185","3","4","722","350","3467","587","1250","351","2217","537",
"0500000US01053","Escambia County, Alabama","36695","*****","22378","207","11255","563","1105","111","108","104","0","28","440","216","1409","591","175","90","1234","591",
"0500000US01055","Etowah County, Alabama","103208","*****","79768","413","15529","320","277","192","708","122","44","46","2749","564","4133","482","1450","383","2683","407",
"0500000US01057","Fayette County, Alabama","16173","*****","13662","204","1983","287","29","27","9","15","24","39","42","45","424","238","102","79","322","221",
"0500000US01059","Franklin County, Alabama","31978","*****","24208","449","1287","140","274","205","37","34","6","14","4313","669","1853","579","1186","550","667","206",
"0500000US01061","Geneva County, Alabama","26726","*****","22539","405","2311","189","65","51","166","187","4","6","499","347","1142","224","271","160","871","186",
"0500000US01063","Greene County, Alabama","7589","*****","1360","21","6186","49","9","17","0","19","0","19","29","37","5","8","3","6","2","5",
"0500000US01065","Hale County, Alabama","14749","*****","5666","152","8225","320","39","64","8","17","0","21","92","120","719","345","289","173","430","268",
"0500000US01067","Henry County, Alabama","17450","*****","12385","115","4394","90","64","30","102","23","9","15","53","39","443","155","204","106","239","100",
"0500000US01069","Houston County, Alabama","107628","*****","70462","408","29302","248","262","73","1077","102","49","34","1442","350","5034","375","2223","294","2811","294",
"0500000US01071","Jackson County, Alabama","52839","*****","47005","161","1607","227","358","114","173","81","25","36","1267","245","2404","274","401","158","2003","218",
"0500000US01073","Jefferson County, Alabama","669744","*****","329852","1475","284390","1671","1510","515","12202","396","188","69","16154","1847","25448","1978","12273","1463","13175","1566",
"0500000US01075","Lamar County, Alabama","13809","*****","11954","91","1282","104","51","46","20","23","0","21","65","56","437","162","106","102","331","111",
"0500000US01077","Lauderdale County, Alabama","95037","*****","79325","589","9205","447","301","151","578","162","15","26","1172","419","4441","789","1879","615","2562","457",
"0500000US01079","Lawrence County, Alabama","33182","*****","25239","295","3292","154","1339","288","145","19","0","28","593","172","2574","436","365","257","2209","353",
"0500000US01081","Lee County, Alabama","177663","*****","120347","910","39670","849","505","392","7605","284","64","69","2795","798","6677","1066","2622","760","4055","674",
"0500000US01083","Limestone County, Alabama","107577","*****","81012","796","13720","643","1123","432","1969","249","94","75","2879","946","6780","1128","2552","820","4228","662",
"0500000US01085","Lowndes County, Alabama","10008","*****","2451","25","7460","53","0","21","0","21","0","21","0","21","97","54","30","26","67","47",
"0500000US01087","Macon County, Alabama","18951","*****","3243","76","14838","155","7","8","53","39","0","21","73","51","737","189","254","80","483","147",
"0500000US01089","Madison County, Alabama","397135","*****","255048","1263","96369","1228","2224","450","10270","479","274","106","8355","985","24595","1816","9733","1302","14862","1383",
"0500000US01091","Marengo County, Alabama","19027","*****","8571","346","9768","147","74","106","64","22","0","21","139","175","411","242","152","128","259","173",
"0500000US01093","Marion County, Alabama","29190","*****","26682","338","1043","114","223","213","91","38","12","19","235","150","904","271","334","260","570","118",
"0500000US01095","Marshall County, Alabama","98712","*****","81021","1106","2579","287","1380","631","634","62","74","78","6148","994","6876","853","4358","702","2518","362",
"0500000US01097","Mobile County, Alabama","413162","*****","231919","858","148900","1254","1617","344","8603","462","160","119","5105","944","16858","1326","5837","903","11021","1006",
"0500000US01099","Monroe County, Alabama","19580","*****","10513","19","8260","150","198","83","65","36","46","55","19","32","479","174","12","14","467","169",
"0500000US01101","Montgomery County, Alabama","227197","*****","72196","792","133683","703","374","167","7411","290","15","18","3348","780","10170","960","4435","851","5735","719",
"0500000US01103","Morgan County, Alabama","123742","*****","93264","827","16262","766","866","331","658","107","42","50","4733","906","7917","951","3784","852","4133","543",
"0500000US01105","Perry County, Alabama","8231","*****","2306","19","5843","73","0","19","6","14","0","19","12","29","64","61","5","8","59","61",
"0500000US01107","Pickens County, Alabama","18843","*****","10967","126","7400","159","48","49","10","20","0","21","122","116","296","132","26","26","270","132",
"0500000US01109","Pike County, Alabama","32953","*****","18472","256","12320","212","110","62","677","63","28","30","236","158","1110","286","271","187","839","235",
"0500000US01111","Randolph County, Alabama","22310","*****","16861","242","3677","333","32","30","60","54","0","25","250","144","1430","363","408","196","1022","351",
"0500000US01113","Russell County, Alabama","58858","*****","27421","538","26800","518","93","75","351","66","51","70","1128","557","3014","727","1025","434","1989","515",
"0500000US01115","St. Clair County, Alabama","92903","*****","78348","319","9161","479","280","92","432","158","122","119","1006","449","3554","654","1331","391","2223","506",
"0500000US01117","Shelby County, Alabama","226955","*****","173713","1031","29906","720","565","287","4686","382","25","34","6716","956","11344","1223","5562","1009","5782","804",
"0500000US01119","Sumter County, Alabama","12020","*****","3109","115","8557","166","14","24","51","54","0","21","8","20","281","116","112","68","169","89",
"0500000US01121","Talladega County, Alabama","81170","*****","50918","252","25750","491","77","68","334","132","49","52","1132","274","2910","602","403","281","2507","511",
"0500000US01123","Tallapoosa County, Alabama","41070","*****","28233","244","9607","558","117","112","201","67","0","28","425","192","2487","630","925","472","1562","364",
"0500000US01125","Tuscaloosa County, Alabama","234036","*****","142461","762","74775","717","508","323","3851","359","45","106","3314","936","9082","1215","4581","983","4501","762",
"0500000US01127","Walker County, Alabama","64886","*****","57003","468","3958","265","86","63","280","68","0","31","1281","483","2278","515","1046","473","1232","280",
"0500000US01129","Washington County, Alabama","15270","*****","10220","218","3463","235","983","189","43","41","0","21","14","24","547","274","36","51","511","249",
"0500000US01131","Wilcox County, Alabama","10347","*****","2852","29","7318","114","0","21","7","12","0","21","0","21","170","107","0","21","170","107",
"0500000US01133","Winston County, Alabama","23637","*****","21927","204","284","91","87","114","62","27","0","25","469","195","808","198","291","167","517","109",
"0500000US02013","Aleutians East Borough, Alaska","3423","*****","568","131","206","155","1242","130","727","164","32","17","235","95","413","82","70","38","343","75",
"0500000US02016","Aleutians West Census Area, Alaska","5178","*****","1274","29","273","121","481","83","2117","168","98","59","313","107","622","163","263","92","359","134",
"0500000US02020","Anchorage Municipality, Alaska","289069","*****","168578","1715","15280","1063","21038","1501","28371","1195","9000","518","8993","1529","37809","2475","6732","1082","31077","2326",
"0500000US02050","Bethel Census Area, Alaska","18487","*****","1617","16","213","14","15579","174","260","24","38","49","59","37","721","168","51","52","670","159",
"0500000US02060","Bristol Bay Borough, Alaska","878","76","423","70","5","13","213","45","61","56","12","14","27","36","137","36","22","18","115","32",
"0500000US02063","Chugach Census Area, Alaska","6964","*****","5053","187","96","79","321","102","419","107","68","9","276","118","731","254","150","189","581","147",
"0500000US02066","Copper River Census Area, Alaska","2626","*****","1403","115","3","6","922","117","14","16","0","10","17","26","267","85","70","54","197","84",
"0500000US02068","Denali Borough, Alaska","2029","99","1589","234","21","65","57","56","69","57","0","10","106","205","187","92","6","10","181","90",
"0500000US02070","Dillingham Census Area, Alaska","4780","*****","733","31","30","67","3438","207","81","16","0","10","2","5","496","199","40","25","456","195",
"0500000US02090","Fairbanks North Star Borough, Alaska","95555","*****","67290","767","3677","725","6331","669","2779","340","578","141","1913","554","12987","994","3543","710","9444","845",
"0500000US02100","Haines Borough, Alaska","2077","*****","1645","128","5","16","109","44","78","69","0","10","25","27","215","93","13","16","202","91",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","2313","*****","1183","114","20","19","593","85","36","42","4","5","0","10","477","109","90","70","387","91",
"0500000US02110","Juneau City and Borough, Alaska","31969","*****","20293","327","236","104","2734","338","2303","229","443","19","570","227","5390","545","1071","285","4319","432",
"0500000US02122","Kenai Peninsula Borough, Alaska","59843","*****","47318","386","337","63","3835","440","1100","194","197","42","1001","345","6055","614","1241","264","4814","523",
"0500000US02130","Ketchikan Gateway Borough, Alaska","13870","*****","8812","167","60","35","1820","171","1242","48","28","21","154","84","1754","226","342","125","1412","169",
"0500000US02150","Kodiak Island Borough, Alaska","12878","*****","6557","370","78","184","1462","159","2851","189","8","11","125","82","1797","441","526","357","1271","337",
"0500000US02158","Kusilvak Census Area, Alaska","8277","*****","264","8","73","154","7157","170","24","21","12","11","62","111","685","194","75","141","610","129",
"0500000US02164","Lake and Peninsula Borough, Alaska","1007","99","165","98","23","14","542","78","24","61","0","10","4","6","249","134","0","10","249","134",
"0500000US02170","Matanuska-Susitna Borough, Alaska","110677","*****","86657","570","1420","135","6424","485","1915","180","439","107","1713","299","12109","716","2726","436","9383","563",
"0500000US02180","Nome Census Area, Alaska","9925","*****","1402","22","103","15","7483","140","165","15","0","15","21","21","751","152","64","43","687","140",
"0500000US02185","North Slope Borough, Alaska","10891","*****","3444","54","284","140","5220","250","592","109","209","7","129","64","1013","294","177","100","836","269",
"0500000US02188","Northwest Arctic Borough, Alaska","7611","*****","795","56","43","76","6112","237","191","201","21","19","39","67","410","92","21","36","389","89",
"0500000US02195","Petersburg Borough, Alaska","3394","*****","2095","133","50","31","255","66","446","113","23","16","83","42","442","84","78","40","364","80",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","5730","*****","2547","26","21","56","2141","133","106","17","39","10","22","17","854","116","45","22","809","113",
"0500000US02220","Sitka City and Borough, Alaska","8393","*****","5163","118","31","21","748","116","623","85","74","72","147","74","1607","150","334","109","1273","141",
"0500000US02230","Skagway Municipality, Alaska","1308","76","918","98","29","44","57","66","103","53","0","10","33","63","168","85","18","16","150","82",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","6936","*****","5277","91","61","37","839","117","137","96","15","23","36","62","571","150","109","74","462","124",
"0500000US02275","Wrangell City and Borough, Alaska","2106","*****","1161","115","2","5","438","79","91","61","26","16","3","3","385","86","84","44","301","74",
"0500000US02282","Yakutat City and Borough, Alaska","506","66","125","95","28","23","136","38","100","85","9","7","6","12","102","45","4","5","98","45",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","5271","*****","1196","35","66","109","3499","175","74","124","6","17","30","22","400","84","9","18","391","83",
"0500000US04001","Apache County, Arizona","65680","*****","13296","385","625","86","47335","414","396","27","74","33","853","251","3101","529","1725","351","1376","395",
"0500000US04003","Cochise County, Arizona","125458","*****","83752","1502","4822","483","1294","329","2453","312","312","251","6358","993","26467","1565","20688","1428","5779","544",
"0500000US04005","Coconino County, Arizona","144643","*****","82430","988","2197","179","36437","861","2640","271","194","100","7846","1101","12899","1337","5903","991","6996","983",
"0500000US04007","Gila County, Arizona","53610","*****","36305","564","337","93","7087","666","413","79","33","39","2393","505","7042","843","3814","602","3228","658",
"0500000US04009","Graham County, Arizona","38860","*****","25739","623","498","180","4433","362","249","119","291","212","1528","404","6122","729","4558","666","1564","409",
"0500000US04011","Greenlee County, Arizona","9452","*****","6114","471","139","113","376","191","64","60","0","20","526","194","2233","512","2064","472","169","127",
"0500000US04012","La Paz County, Arizona","16605","*****","10183","211","69","79","2356","229","188","22","2","4","1150","318","2657","381","2088","344","569","169",
"0500000US04013","Maricopa County, Arizona","4491987","*****","2828976","10315","258962","4192","86964","3848","196977","2749","9276","702","376045","9435","734787","11403","533959","10193","200828","5797",
"0500000US04015","Mohave County, Arizona","217420","*****","177142","1235","2519","369","3567","417","2478","241","401","126","10654","1295","20659","1515","13299","1295","7360","646",
"0500000US04017","Navajo County, Arizona","107744","*****","48887","542","1264","247","46422","558","441","154","179","69","3513","496","7038","966","2921","606","4117","675",
"0500000US04019","Pima County, Arizona","1049947","*****","664037","4560","37789","1652","32588","1623","31057","974","1624","295","104051","4200","178801","4929","125099","4863","53702","2689",
"0500000US04021","Pinal County, Arizona","449219","*****","296288","3234","22607","1027","21235","1072","7505","511","1612","173","37312","2943","62660","4268","42366","3801","20294","1514",
"0500000US04023","Santa Cruz County, Arizona","48209","*****","20283","1645","118","77","219","109","72","70","91","128","5468","989","21958","1975","21175","1977","783","295",
"0500000US04025","Yavapai County, Arizona","241656","*****","199789","1442","1368","182","3528","482","2598","286","216","93","10720","1375","23437","1565","15652","1431","7785","723",
"0500000US04027","Yuma County, Arizona","207685","*****","100432","3060","3617","417","2953","513","2285","200","129","67","27373","2135","70896","3096","65136","3133","5760","703",
"0500000US05001","Arkansas County, Arkansas","16773","*****","11816","124","4319","136","16","14","14","18","0","20","113","78","495","201","98","75","397","184",
"0500000US05003","Ashley County, Arkansas","18722","*****","13110","239","4606","107","37","37","3","6","50","69","87","70","829","272","665","247","164","116",
"0500000US05005","Baxter County, Arkansas","42150","*****","39153","364","159","75","219","101","273","40","19","24","127","84","2200","369","1242","319","958","148",
"0500000US05007","Benton County, Arkansas","294541","*****","194407","3826","5357","465","3318","707","12840","571","2030","148","11039","1776","65550","4132","53459","4189","12091","1011",
"0500000US05009","Boone County, Arkansas","37896","*****","35722","167","103","54","145","65","98","78","38","57","195","111","1595","218","498","161","1097","139",
"0500000US05011","Bradley County, Arkansas","10354","*****","6034","204","2735","170","517","222","7","11","31","50","395","242","635","272","313","237","322","155",
"0500000US05013","Calhoun County, Arkansas","4717","*****","3725","154","581","188","11","18","9","17","0","13","0","13","391","169","247","148","144","87",
"0500000US05015","Carroll County, Arkansas","28526","*****","20888","753","54","47","283","93","448","176","354","23","834","361","5665","866","4461","912","1204","337",
"0500000US05017","Chicot County, Arkansas","9997","*****","4094","150","5338","82","8","15","26","25","0","18","75","71","456","164","276","150","180","101",
"0500000US05019","Clark County, Arkansas","21378","*****","14874","207","5076","151","24","23","95","63","41","50","506","189","762","222","201","105","561","170",
"0500000US05021","Clay County, Arkansas","14399","*****","13539","78","13","21","48","43","5","6","0","20","40","40","754","111","137","87","617","98",
"0500000US05023","Cleburne County, Arkansas","25048","*****","23640","251","90","33","141","63","51","48","9","15","122","139","995","209","386","188","609","96",
"0500000US05025","Cleveland County, Arkansas","7491","*****","6282","15","984","161","0","18","16","29","0","18","5","17","204","155","9","14","195","156",
"0500000US05027","Columbia County, Arkansas","22527","*****","13785","136","7873","193","60","43","83","86","11","18","128","114","587","207","69","57","518","206",
"0500000US05029","Conway County, Arkansas","20872","*****","17124","228","2307","195","94","49","157","145","0","24","475","204","715","193","135","108","580","163",
"0500000US05031","Craighead County, Arkansas","112097","*****","82027","742","18803","554","286","96","1291","195","38","60","2650","686","7002","1054","3618","859","3384","634",
"0500000US05033","Crawford County, Arkansas","60792","*****","50417","884","706","233","663","206","709","188","5","23","1950","545","6342","966","3095","716","3247","508",
"0500000US05035","Crittenden County, Arkansas","47609","*****","19214","162","24013","582","56","43","332","67","0","27","228","147","3766","645","624","220","3142","588",
"0500000US05037","Cross County, Arkansas","16681","*****","12009","50","3071","277","45","52","10","16","0","20","19","45","1527","270","180","55","1347","281",
"0500000US05039","Dallas County, Arkansas","6351","*****","3359","57","2779","114","0","18","5","9","0","18","25","16","183","96","36","39","147","90",
"0500000US05041","Desha County, Arkansas","11041","*****","4961","143","5371","112","17","21","0","20","7","12","288","238","397","181","264","149","133","108",
"0500000US05043","Drew County, Arkansas","17143","*****","11266","182","4580","140","0","20","121","45","0","20","111","120","1065","270","613","218","452","148",
"0500000US05045","Faulkner County, Arkansas","126001","*****","100668","675","14961","492","285","117","1341","267","40","39","3010","589","5696","810","1712","478","3984","615",
"0500000US05047","Franklin County, Arkansas","17220","*****","14853","563","43","39","151","91","162","50","0","20","213","182","1798","554","1215","558","583","104",
"0500000US05049","Fulton County, Arkansas","12239","*****","11371","109","27","27","79","74","4","6","0","20","95","79","663","109","164","105","499","27",
"0500000US05051","Garland County, Arkansas","100062","*****","83604","731","7839","451","475","166","774","141","212","153","1661","508","5497","718","1990","544","3507","504",
"0500000US05053","Grant County, Arkansas","18111","*****","16618","146","469","75","21","22","66","49","34","40","209","165","694","163","329","152","365","88",
"0500000US05055","Greene County, Arkansas","46182","*****","41655","616","1026","176","43","29","170","92","214","27","692","367","2382","518","1395","525","987","242",
"0500000US05057","Hempstead County, Arkansas","19778","*****","10970","321","5878","166","117","102","105","50","0","20","1426","348","1282","364","829","320","453","177",
"0500000US05059","Hot Spring County, Arkansas","33142","*****","27455","285","3823","123","129","76","10","13","0","27","211","124","1514","294","588","249","926","165",
"0500000US05061","Howard County, Arkansas","12701","*****","8176","181","2642","140","34","42","75","116","0","20","1063","235","711","255","367","219","344","117",
"0500000US05063","Independence County, Arkansas","38120","*****","32371","640","612","167","190","130","354","41","216","253","1623","376","2754","592","1319","546","1435","364",
"0500000US05065","Izard County, Arkansas","13866","*****","12174","293","228","98","88","64","64","22","9","12","158","87","1145","334","869","309","276","107",
"0500000US05067","Jackson County, Arkansas","16775","*****","12702","48","2468","243","86","56","54","32","0","20","257","169","1208","313","333","177","875","243",
"0500000US05069","Jefferson County, Arkansas","65780","*****","24710","261","37023","568","214","135","484","188","284","259","907","232","2158","581","467","263","1691","479",
"0500000US05071","Johnson County, Arkansas","25932","*****","21858","431","450","110","129","128","811","116","50","59","577","354","2057","456","1169","435","888","137",
"0500000US05073","Lafayette County, Arkansas","6211","*****","3586","62","2226","121","12","18","69","88","0","18","45","46","273","105","96","65","177","82",
"0500000US05075","Lawrence County, Arkansas","16265","*****","15077","291","160","74","15","21","15","13","14","21","80","56","904","305","469","298","435","82",
"0500000US05077","Lee County, Arkansas","8511","*****","3401","114","4658","107","0","18","9","16","0","18","65","34","378","146","234","106","144","100",
"0500000US05079","Lincoln County, Arkansas","12966","*****","8046","117","3703","192","36","30","47","79","0","20","542","79","592","244","176","131","416","194",
"0500000US05081","Little River County, Arkansas","11959","*****","8723","127","2340","121","120","48","19","21","0","20","125","87","632","228","251","172","381","126",
"0500000US05083","Logan County, Arkansas","21240","*****","18959","372","363","65","42","37","292","90","0","24","184","86","1400","392","776","381","624","125",
"0500000US05085","Lonoke County, Arkansas","74747","*****","64071","498","4136","297","160","126","830","154","125","114","1165","335","4260","586","1616","489","2644","374",
"0500000US05087","Madison County, Arkansas","17032","*****","12687","667","33","40","241","246","81","71","145","145","152","98","3693","693","2994","660","699","153",
"0500000US05089","Marion County, Arkansas","17076","*****","16056","156","32","32","77","57","129","31","22","33","83","81","677","146","195","134","482","64",
"0500000US05091","Miller County, Arkansas","42588","*****","28768","235","10934","234","316","106","325","59","0","27","823","284","1422","363","579","245","843","268",
"0500000US05093","Mississippi County, Arkansas","39749","*****","22846","275","13836","304","55","68","168","93","3","4","524","223","2317","432","1229","294","1088","316",
"0500000US05095","Monroe County, Arkansas","6681","*****","3570","25","2687","87","0","18","66","79","0","18","6","9","352","45","193","27","159","40",
"0500000US05097","Montgomery County, Arkansas","8571","*****","7797","72","76","20","130","84","82","76","0","18","164","90","322","117","113","71","209","85",
"0500000US05099","Nevada County, Arkansas","8228","*****","5340","123","2626","116","2","7","0","18","7","15","93","108","160","76","19","31","141","66",
"0500000US05101","Newton County, Arkansas","7175","*****","6718","101","11","18","67","49","6","10","7","13","59","49","307","101","73","77","234","70",
"0500000US05103","Ouachita County, Arkansas","22317","*****","12328","121","9146","135","41","32","53","56","0","24","93","80","656","193","248","157","408","155",
"0500000US05105","Perry County, Arkansas","10073","*****","9242","119","179","97","20","18","41","55","0","20","60","59","531","133","215","113","316","87",
"0500000US05107","Phillips County, Arkansas","15910","*****","5478","100","9777","200","6","8","149","135","0","20","29","37","471","141","151","102","320","111",
"0500000US05109","Pike County, Arkansas","10182","*****","8942","163","392","77","13","19","18","25","0","20","273","83","544","169","241","140","303","71",
"0500000US05111","Poinsett County, Arkansas","22740","*****","19300","148","1331","317","139","115","5","7","7","22","202","116","1756","313","690","186","1066","273",
"0500000US05113","Polk County, Arkansas","19348","*****","17304","158","18","26","256","103","0","20","43","57","631","163","1096","164","252","112","844","115",
"0500000US05115","Pope County, Arkansas","63830","*****","53984","742","1499","318","747","295","636","170","38","46","2399","553","4527","651","1943","630","2584","313",
"0500000US05117","Prairie County, Arkansas","8162","*****","6910","98","857","90","7","9","0","18","0","18","67","68","321","129","149","97","172","86",
"0500000US05119","Pulaski County, Arkansas","398949","*****","202564","1506","146981","1169","1305","385","8626","503","165","126","13729","1678","25579","2382","12667","1776","12912","1354",
"0500000US05121","Randolph County, Arkansas","18733","*****","16818","139","212","57","38","37","74","41","466","20","99","72","1026","160","539","148","487","77",
"0500000US05123","St. Francis County, Arkansas","22740","*****","9350","100","12504","138","56","37","19","21","66","105","201","118","544","155","276","138","268","76",
"0500000US05125","Saline County, Arkansas","125724","*****","103194","875","10593","522","299","99","1330","323","0","30","3069","716","7239","952","3445","744","3794","693",
"0500000US05127","Scott County, Arkansas","9839","*****","8351","122","148","85","23","24","135","105","5","9","485","192","692","173","174","129","518","114",
"0500000US05129","Searcy County, Arkansas","7861","*****","6935","252","6","23","93","53","17","23","0","18","29","31","781","272","529","254","252","51",
"0500000US05131","Sebastian County, Arkansas","128448","*****","88914","891","7366","586","1040","217","5602","452","157","237","12821","1102","12548","1151","3930","870","8618","940",
"0500000US05133","Sevier County, Arkansas","15797","*****","9277","400","790","149","357","139","46","66","205","20","3990","620","1132","482","763","436","369","138",
"0500000US05135","Sharp County, Arkansas","17597","*****","16259","330","107","80","23","20","99","17","3","5","169","86","937","345","342","322","595","89",
"0500000US05137","Stone County, Arkansas","12474","*****","11305","245","13","22","95","45","44","37","0","20","209","91","808","243","483","237","325","47",
"0500000US05139","Union County, Arkansas","38368","*****","23789","392","12432","308","41","45","319","25","0","27","191","145","1596","486","835","408","761","273",
"0500000US05141","Van Buren County, Arkansas","15936","*****","14810","160","101","67","122","82","63","22","10","19","262","133","568","176","219","167","349","86",
"0500000US05143","Washington County, Arkansas","251863","*****","169308","2569","8017","714","2626","702","6041","391","6838","531","13780","1714","45253","3093","34296","2885","10957","1030",
"0500000US05145","White County, Arkansas","77395","*****","67988","606","3410","276","135","70","526","140","0","30","795","255","4541","654","1820","586","2721","383",
"0500000US05147","Woodruff County, Arkansas","6157","*****","4289","22","1671","84","1","3","0","18","22","21","22","32","152","63","14","16","138","62",
"0500000US05149","Yell County, Arkansas","20195","*****","15971","387","349","77","108","62","261","42","0","24","2642","347","864","246","444","222","420","115",
"0500000US06001","Alameda County, California","1651949","*****","528396","3355","163859","1766","14764","1273","532550","2323","12309","633","213185","5285","186886","4856","90295","4250","96591","3232",
"0500000US06003","Alpine County, California","1695","234","1076","226","0","14","458","60","8","8","0","14","22","36","131","79","113","78","18","16",
"0500000US06005","Amador County, California","41029","*****","31903","495","825","155","492","111","587","129","26","22","2163","386","5033","448","2688","557","2345","332",
"0500000US06007","Butte County, California","209470","*****","152117","1232","3712","400","2586","399","11335","577","644","154","13784","1238","25292","1305","13413","1198","11879","974",
"0500000US06009","Calaveras County, California","45995","*****","37159","513","529","140","676","255","1066","238","24","33","1391","446","5150","823","3545","734","1605","386",
"0500000US06011","Colusa County, California","21895","*****","11210","794","311","44","308","129","145","170","14","21","5553","872","4354","739","3651","743","703","199",
"0500000US06013","Contra Costa County, California","1161458","*****","505202","3938","98346","1710","9941","1509","214958","2034","5593","506","158800","4762","168618","5229","94628","4703","73990","3175",
"0500000US06015","Del Norte County, California","27293","*****","18316","450","805","123","1911","265","856","269","119","73","2257","485","3029","491","1487","352","1542","396",
"0500000US06017","El Dorado County, California","192299","*****","153632","1389","1644","224","1189","266","10082","457","241","97","7891","1252","17620","1160","8593","930","9027","666",
"0500000US06019","Fresno County, California","1012152","*****","423296","5881","44392","1545","14036","1476","111385","1439","1729","299","205728","5772","211586","6106","171373","5635","40213","2468",
"0500000US06021","Glenn County, California","28623","*****","17120","673","158","126","439","177","777","182","22","43","5969","850","4138","744","3225","736","913","175",
