"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some Other Race alone","Margin of Error!!Total:!!Some Other Race alone","Estimate!!Total:!!Two or More Races:","Margin of Error!!Total:!!Two or More Races:","Estimate!!Total:!!Two or More Races:!!Two races including Some Other Race","Margin of Error!!Total:!!Two or More Races:!!Two races including Some Other Race","Estimate!!Total:!!Two or More Races:!!Two races excluding Some Other Race, and three or more races","Margin of Error!!Total:!!Two or More Races:!!Two races excluding Some Other Race, and three or more races",
"0500000US26139","Ottawa County, Michigan","298614","*****","255201","1374","4673","459","1413","714","8199","461","31","34","10427","1168","18670","1276","11012","1171","7658","611",
"0500000US26141","Presque Isle County, Michigan","13142","*****","12575","44","41","33","25","14","39","29","0","17","41","20","421","47","106","40","315","35",
"0500000US26143","Roscommon County, Michigan","23639","*****","22144","193","145","57","33","25","106","66","0","20","49","37","1162","217","608","195","554","94",
"0500000US26145","Saginaw County, Michigan","189210","*****","135723","827","35809","547","676","287","2263","205","73","104","3614","629","11052","1012","6170","854","4882","669",
"0500000US26147","St. Clair County, Michigan","160089","*****","146571","494","3713","407","248","79","846","197","7","8","1804","384","6900","606","2169","399","4731","467",
"0500000US26149","St. Joseph County, Michigan","60870","*****","53093","390","1345","181","210","219","348","68","0","26","901","308","4973","485","2903","472","2070","276",
"0500000US26151","Sanilac County, Michigan","40574","*****","38046","146","165","57","61","27","72","23","7","12","515","109","1708","131","905","113","803","79",
"0500000US26153","Schoolcraft County, Michigan","8093","*****","6820","46","52","48","513","95","20","18","0","15","12","9","676","102","135","55","541","93",
"0500000US26155","Shiawassee County, Michigan","68061","*****","64514","259","406","108","175","77","278","62","30","49","389","160","2269","244","851","199","1418","160",
"0500000US26157","Tuscola County, Michigan","53071","*****","49654","265","608","144","185","71","197","62","10","11","312","83","2105","279","1032","247","1073","142",
"0500000US26159","Van Buren County, Michigan","75681","*****","62002","552","2625","270","499","235","416","134","0","26","3251","528","6888","723","4354","627","2534","408",
"0500000US26161","Washtenaw County, Michigan","368394","*****","257686","976","42757","1013","992","202","32637","712","112","102","5835","734","28375","1543","10469","1113","17906","1399",
"0500000US26163","Wayne County, Michigan","1773767","*****","886114","2225","660271","3260","5841","890","61993","1060","299","146","49006","2745","110243","3593","44793","1940","65450","3369",
"0500000US26165","Wexford County, Michigan","33868","*****","31309","348","354","62","96","43","200","63","11","12","143","59","1755","354","873","344","882","127",
"0500000US27001","Aitkin County, Minnesota","15930","*****","14887","64","113","29","251","51","23","13","3","4","100","46","553","80","186","57","367","58",
"0500000US27003","Anoka County, Minnesota","367095","*****","283489","876","30611","842","1889","318","19849","668","59","48","9462","958","21736","1546","8010","934","13726","1244",
"0500000US27005","Becker County, Minnesota","35260","*****","30380","221","293","75","1732","134","249","46","2","3","214","119","2390","256","405","180","1985","170",
"0500000US27007","Beltrami County, Minnesota","46421","*****","32925","258","636","202","8984","344","263","72","36","46","359","202","3218","374","703","173","2515","359",
"0500000US27009","Benton County, Minnesota","41458","*****","36188","212","1620","310","383","162","443","92","8","9","648","217","2168","329","524","221","1644","256",
"0500000US27011","Big Stone County, Minnesota","5152","*****","4889","27","9","18","16","16","49","27","0","13","59","28","130","38","31","20","99","28",
"0500000US27013","Blue Earth County, Minnesota","69386","*****","60199","338","3177","341","144","59","1636","171","0","22","1018","266","3212","408","1351","253","1861","364",
"0500000US27015","Brown County, Minnesota","25826","*****","24319","229","219","33","80","45","158","39","2","3","333","137","715","201","520","194","195","53",
"0500000US27017","Carlton County, Minnesota","36457","*****","32077","116","763","78","1265","140","170","90","1","2","202","94","1979","242","352","117","1627","218",
"0500000US27019","Carver County, Minnesota","108622","*****","95421","681","1665","437","237","91","3622","291","14","14","1683","442","5980","785","2684","571","3296","507",
"0500000US27021","Cass County, Minnesota","30688","*****","25087","175","123","41","2746","156","154","33","26","32","216","86","2336","213","807","165","1529","135",
"0500000US27023","Chippewa County, Minnesota","12388","*****","10553","96","113","36","218","34","163","45","208","15","671","150","462","152","372","149","90","59",
"0500000US27025","Chisago County, Minnesota","57434","*****","52665","317","688","108","224","51","813","197","17","22","577","214","2450","351","904","257","1546","226",
"0500000US27027","Clay County, Minnesota","65628","*****","56650","444","3174","467","566","119","1125","145","176","131","419","138","3518","645","1303","363","2215","451",
"0500000US27029","Clearwater County, Minnesota","8579","*****","7253","27","14","15","609","85","63","15","4","4","32","18","604","87","74","20","530","88",
"0500000US27031","Cook County, Minnesota","5633","*****","4792","42","26","23","355","55","38","19","3","6","91","47","328","74","13","13","315","71",
"0500000US27033","Cottonwood County, Minnesota","11458","*****","9483","77","201","25","78","45","393","76","97","67","628","158","578","162","449","150","129","58",
"0500000US27035","Crow Wing County, Minnesota","67113","*****","63196","221","393","131","481","115","292","55","5","6","522","205","2224","258","859","193","1365","216",
"0500000US27037","Dakota County, Minnesota","442204","*****","335999","1541","32429","1202","1661","385","23027","630","101","72","16983","1703","32004","2157","12387","1583","19617","1637",
"0500000US27039","Dodge County, Minnesota","20962","*****","19131","138","206","64","64","45","118","21","0","17","606","167","837","164","457","141","380","70",
"0500000US27041","Douglas County, Minnesota","39354","*****","37462","204","186","77","97","36","168","66","69","72","453","187","919","175","317","116","602","91",
"0500000US27043","Faribault County, Minnesota","13909","*****","12486","76","83","26","36","31","87","15","0","15","389","105","828","121","576","120","252","66",
"0500000US27045","Fillmore County, Minnesota","21346","*****","20343","87","134","30","12","14","130","34","0","17","172","53","555","88","313","73","242","47",
"0500000US27047","Freeborn County, Minnesota","30752","*****","26115","238","387","90","99","58","943","119","70","79","953","258","2185","267","1382","246","803","190",
"0500000US27049","Goodhue County, Minnesota","47844","*****","43204","311","785","131","458","88","380","76","17","35","1198","306","1802","328","909","279","893","155",
"0500000US27051","Grant County, Minnesota","6108","*****","5749","44","31","26","27","19","4","5","2","2","70","29","225","47","75","36","150","29",
"0500000US27053","Hennepin County, Minnesota","1268903","*****","857471","2697","168909","2698","7607","880","90458","1187","304","111","46583","2951","97571","4144","37352","2463","60219","3017",
"0500000US27055","Houston County, Minnesota","18768","*****","17650","203","66","58","77","65","191","57","0","15","77","47","707","212","342","208","365","82",
"0500000US27057","Hubbard County, Minnesota","21700","*****","19758","169","107","28","423","70","94","24","0","17","304","131","1014","136","399","122","615","73",
"0500000US27059","Isanti County, Minnesota","41934","*****","38796","215","435","90","149","60","858","79","4","7","291","150","1401","255","588","187","813","141",
"0500000US27061","Itasca County, Minnesota","45141","*****","40338","351","305","78","1154","180","155","28","26","27","285","86","2878","398","1369","355","1509","215",
"0500000US27063","Jackson County, Minnesota","9964","*****","9167","77","62","55","12","13","99","16","0","13","229","85","395","65","60","26","335","62",
"0500000US27065","Kanabec County, Minnesota","16261","*****","15363","59","83","38","68","28","88","29","0","15","35","22","624","77","146","41","478","56",
"0500000US27067","Kandiyohi County, Minnesota","43757","*****","35471","618","2465","252","243","89","568","87","78","108","2674","596","2258","561","1581","518","677","255",
"0500000US27069","Kittson County, Minnesota","4163","*****","3905","25","26","16","9","17","16","23","0","9","24","19","183","43","107","32","76","31",
"0500000US27071","Koochiching County, Minnesota","11950","*****","10783","232","67","27","253","73","108","12","0","15","42","48","697","244","387","236","310","93",
"0500000US27073","Lac qui Parle County, Minnesota","6694","*****","6288","32","42","29","12","8","29","12","0","13","136","40","187","35","45","23","142","34",
"0500000US27075","Lake County, Minnesota","10911","*****","10422","56","43","34","27","24","25","28","0","15","21","27","373","76","60","39","313","60",
"0500000US27077","Lake of the Woods County, Minnesota","3800","*****","3447","46","10","18","80","62","8","11","0","9","8","11","247","73","77","55","170","62",
"0500000US27079","Le Sueur County, Minnesota","28936","*****","26515","226","255","48","84","44","154","36","0","17","828","194","1100","314","618","277","482","98",
"0500000US27081","Lincoln County, Minnesota","5594","*****","5342","30","9","9","8","6","39","11","4","5","21","14","171","31","67","31","104","24",
"0500000US27083","Lyon County, Minnesota","25498","*****","21279","223","634","197","100","53","1202","159","3","5","1120","292","1160","324","483","216","677","228",
"0500000US27085","McLeod County, Minnesota","36771","*****","33582","318","195","64","84","75","247","66","17","18","961","327","1685","371","998","360","687","91",
"0500000US27087","Mahnomen County, Minnesota","5371","*****","2434","19","11","9","1918","103","19","8","2","4","17","14","970","105","46","17","924","104",
"0500000US27089","Marshall County, Minnesota","8961","*****","8352","63","31","17","35","11","22","10","0","13","115","45","406","71","246","69","160","28",
"0500000US27091","Martin County, Minnesota","19864","*****","18490","310","160","55","63","56","112","40","0","15","349","189","690","211","415","196","275","79",
"0500000US27093","Meeker County, Minnesota","23422","*****","22105","164","37","35","91","105","68","37","0","17","480","167","641","92","213","71","428","52",
"0500000US27095","Mille Lacs County, Minnesota","26912","*****","24031","112","83","42","1109","134","164","24","25","18","177","86","1323","173","327","99","996","134",
"0500000US27097","Morrison County, Minnesota","34131","*****","32526","158","108","45","37","14","121","34","1","3","342","135","996","123","330","106","666","79",
"0500000US27099","Mower County, Minnesota","40069","*****","31608","536","1417","129","109","162","2283","130","170","116","1977","483","2505","476","1607","425","898","196",
"0500000US27101","Murray County, Minnesota","8119","*****","7408","94","50","15","20","10","98","46","0","13","240","93","303","93","140","72","163","46",
"0500000US27103","Nicollet County, Minnesota","34350","*****","30057","218","1193","268","123","77","511","85","0","20","621","259","1845","350","872","271","973","296",
"0500000US27105","Nobles County, Minnesota","22067","*****","13465","663","1149","152","607","485","1116","298","0","17","3069","588","2661","491","1740","437","921","228",
"0500000US27107","Norman County, Minnesota","6411","*****","5756","51","69","17","90","34","58","24","0","13","40","18","398","60","174","55","224","49",
"0500000US27109","Olmsted County, Minnesota","163425","*****","128587","954","11818","608","319","119","10325","394","116","120","3063","729","9197","1041","4247","880","4950","657",
"0500000US27111","Otter Tail County, Minnesota","60281","*****","55320","245","608","146","118","40","393","85","19","27","1200","251","2623","255","1231","193","1392","168",
"0500000US27113","Pennington County, Minnesota","13877","*****","12634","149","161","65","64","48","172","29","0","15","216","114","630","175","329","161","301","70",
"0500000US27115","Pine County, Minnesota","29411","*****","26349","85","690","62","660","87","318","33","0","17","96","37","1298","136","417","80","881","108",
"0500000US27117","Pipestone County, Minnesota","9352","*****","8142","153","181","114","77","33","90","17","37","26","268","126","557","171","273","161","284","70",
"0500000US27119","Polk County, Minnesota","30905","*****","26877","236","677","212","371","96","240","61","4","9","622","181","2114","332","1040","258","1074","255",
"0500000US27121","Pope County, Minnesota","11363","*****","10750","73","71","25","67","31","95","16","4","5","61","31","315","84","197","83","118","31",
"0500000US27123","Ramsey County, Minnesota","544438","*****","330661","1419","66223","1963","3065","532","81576","1154","145","81","18708","1827","44060","2705","14863","1430","29197","2527",
"0500000US27125","Red Lake County, Minnesota","3922","*****","3629","41","24","21","79","34","13","9","0","9","8","7","169","59","65","35","104","46",
"0500000US27127","Redwood County, Minnesota","15383","*****","13285","65","87","44","648","104","396","31","9","12","258","76","700","121","197","70","503","111",
"0500000US27129","Renville County, Minnesota","14587","*****","12767","105","124","33","131","42","106","26","0","15","626","162","833","160","613","150","220","53",
"0500000US27131","Rice County, Minnesota","67389","*****","54125","455","4350","135","325","164","1428","119","23","21","2552","450","4586","595","3055","560","1531","291",
"0500000US27133","Rock County, Minnesota","9628","*****","9065","63","17","23","56","23","59","18","0","13","57","36","374","64","107","42","267","54",
"0500000US27135","Roseau County, Minnesota","15301","*****","13700","129","159","51","175","48","425","48","0","15","75","35","767","148","397","128","370","83",
"0500000US27137","St. Louis County, Minnesota","200056","*****","181117","423","3199","342","3325","308","2094","175","23","27","1316","376","8982","564","2553","361","6429","481",
"0500000US27139","Scott County, Minnesota","152957","*****","120185","981","8017","665","1078","275","9325","428","12","15","4232","847","10108","1035","3669","648","6439","817",
"0500000US27141","Sherburne County, Minnesota","99178","*****","87092","663","3630","634","293","103","1427","294","4","7","1643","443","5089","928","2166","626","2923","767",
"0500000US27143","Sibley County, Minnesota","14933","*****","13357","194","147","36","33","14","54","21","11","17","389","188","942","246","708","234","234","39",
"0500000US27145","Stearns County, Minnesota","159358","*****","132088","616","13425","545","180","65","3086","382","66","60","3074","472","7439","950","2363","530","5076","722",
"0500000US27147","Steele County, Minnesota","37413","*****","32527","319","1309","184","115","118","249","44","0","20","1132","361","2081","378","1161","311","920","225",
"0500000US27149","Stevens County, Minnesota","9686","*****","8051","47","170","45","147","43","133","55","73","54","566","140","546","160","387","162","159","55",
"0500000US27151","Swift County, Minnesota","9787","*****","8812","141","68","72","34","25","0","13","72","51","186","70","615","146","275","132","340","88",
"0500000US27153","Todd County, Minnesota","25402","*****","22333","298","176","57","62","25","113","24","55","8","369","180","2294","354","2003","348","291","52",
"0500000US27155","Traverse County, Minnesota","3279","*****","2852","34","16","15","201","58","5","5","0","9","52","37","153","51","19","11","134","52",
"0500000US27157","Wabasha County, Minnesota","21519","*****","20523","154","80","30","69","32","132","29","32","55","92","49","591","117","360","105","231","83",
"0500000US27159","Wadena County, Minnesota","14135","*****","12904","214","102","58","45","40","67","19","0","15","14","14","1003","244","605","227","398","63",
"0500000US27161","Waseca County, Minnesota","18958","*****","16963","171","206","82","157","60","169","35","0","15","772","180","691","142","188","85","503","133",
"0500000US27163","Washington County, Minnesota","272298","*****","217018","1054","13314","719","615","145","19869","454","108","37","6038","973","15336","1134","6187","847","9149","924",
"0500000US27165","Watonwan County, Minnesota","11169","*****","8808","385","1","3","53","57","38","16","0","15","1148","349","1121","355","1054","345","67","36",
"0500000US27167","Wilkin County, Minnesota","6413","*****","5938","72","14","12","48","32","4","5","0","13","179","85","230","53","59","37","171","36",
"0500000US27169","Winona County, Minnesota","49705","*****","45156","223","847","214","156","97","1188","111","3","5","375","156","1980","334","980","255","1000","279",
"0500000US27171","Wright County, Minnesota","145270","*****","129900","680","2707","426","489","236","2266","224","0","22","2757","692","7151","832","3418","749","3733","492",
"0500000US27173","Yellow Medicine County, Minnesota","9509","*****","8444","41","71","25","274","46","22","15","6","9","292","100","400","85","113","51","287","52",
"0500000US28001","Adams County, Mississippi","29098","*****","11167","210","16141","277","72","80","78","77","0","26","1104","387","536","237","211","147","325","180",
"0500000US28003","Alcorn County, Mississippi","34500","*****","27926","439","3765","401","121","141","16","20","60","84","869","247","1743","527","471","394","1272","359",
"0500000US28005","Amite County, Mississippi","12611","*****","7352","47","5053","94","18","21","4","7","0","22","28","47","156","97","0","22","156","97",
"0500000US28007","Attala County, Mississippi","17685","*****","9242","42","8028","119","8","19","46","58","0","22","22","25","339","118","52","52","287","107",
"0500000US28009","Benton County, Mississippi","7592","*****","4614","27","2600","126","4","11","31","51","7","15","151","32","185","108","11","15","174","110",
"0500000US28011","Bolivar County, Mississippi","30163","*****","9251","291","19074","130","1","6","287","56","0","30","595","212","955","328","650","317","305","136",
"0500000US28013","Calhoun County, Mississippi","13029","*****","8376","56","3744","35","0","22","0","22","0","22","701","59","208","70","85","61","123","35",
"0500000US28015","Carroll County, Mississippi","9828","*****","6208","30","3394","186","0","20","39","41","0","20","12","21","175","178","0","20","175","178",
"0500000US28017","Chickasaw County, Mississippi","16994","*****","8540","139","7568","159","4","9","88","95","0","22","497","140","297","130","31","32","266","123",
"0500000US28019","Choctaw County, Mississippi","8172","*****","5524","59","2395","76","13","10","44","60","0","20","92","62","104","68","24","28","80","61",
"0500000US28021","Claiborne County, Mississippi","8908","*****","968","18","7681","143","0","20","13","21","0","20","5","11","241","131","10","15","231","130",
"0500000US28023","Clarke County, Mississippi","15424","*****","9759","69","5300","71","7","14","20","30","0","22","1","2","337","98","149","70","188","68",
"0500000US28025","Clay County, Mississippi","18462","*****","6998","12","11095","127","3","5","60","75","0","22","0","22","306","110","32","47","274","116",
"0500000US28027","Coahoma County, Mississippi","20808","*****","4048","36","15784","258","94","78","53","89","0","26","114","100","715","267","307","92","408","248",
"0500000US28029","Copiah County, Mississippi","27994","*****","12090","128","14196","200","2","5","92","78","0","26","924","244","690","243","291","180","399","189",
"0500000US28031","Covington County, Mississippi","18226","*****","11002","262","6313","334","170","177","61","62","51","83","49","58","580","315","187","154","393","273",
"0500000US28033","DeSoto County, Mississippi","188598","*****","112258","855","60277","668","445","231","2538","349","0","33","4795","972","8285","1032","3010","689","5275","872",
"0500000US28035","Forrest County, Mississippi","78027","*****","44647","362","27898","505","80","47","672","161","166","203","588","321","3976","523","1908","393","2068","456",
"0500000US28037","Franklin County, Mississippi","7655","*****","4789","15","2678","95","10","18","0","20","0","20","12","16","166","96","69","58","97","77",
"0500000US28039","George County, Mississippi","24870","*****","21491","442","1933","150","19","24","67","69","0","26","278","375","1082","303","526","258","556","188",
"0500000US28041","Greene County, Mississippi","13595","*****","9745","78","3375","124","113","102","1","2","0","22","58","66","303","126","114","93","189","83",
"0500000US28043","Grenada County, Mississippi","21342","*****","10902","318","9559","215","10","19","20","37","0","26","160","173","691","344","403","287","288","156",
"0500000US28045","Hancock County, Mississippi","46057","*****","38869","244","3119","490","203","90","287","105","0","30","437","284","3142","523","1310","290","1832","457",
"0500000US28047","Harrison County, Mississippi","209443","*****","132198","705","50579","961","615","290","4987","465","211","90","4397","817","16456","1416","5665","931","10791","1038",
"0500000US28049","Hinds County, Mississippi","222494","*****","52494","337","161009","1070","353","257","1779","102","15","23","1657","513","5187","1100","1987","386","3200","967",
"0500000US28051","Holmes County, Mississippi","16491","*****","2349","106","13591","183","18","22","38","37","4","7","0","22","491","189","193","117","298","161",
"0500000US28053","Humphreys County, Mississippi","7570","*****","1538","11","5966","53","7","10","12","21","0","20","5","8","42","45","6","11","36","44",
"0500000US28055","Issaquena County, Mississippi","1095","181","291","85","768","163","0","14","4","7","0","14","14","28","18","21","1","3","17","21",
"0500000US28057","Itawamba County, Mississippi","23942","*****","21451","136","1867","182","15","18","112","145","8","15","195","129","294","149","42","38","252","141",
"0500000US28059","Jackson County, Mississippi","144437","*****","98632","786","29659","744","297","131","3237","281","23","43","4867","946","7722","930","3542","822","4180","790",
"0500000US28061","Jasper County, Mississippi","16211","*****","7321","98","8630","171","0","22","2","4","0","22","0","22","258","168","16","27","242","161",
"0500000US28063","Jefferson County, Mississippi","7127","*****","942","20","5789","271","6","12","57","97","0","20","6","11","327","261","0","20","327","261",
"0500000US28065","Jefferson Davis County, Mississippi","11183","*****","4256","31","6729","101","5","9","4","7","0","22","0","22","189","96","22","26","167","93",
"0500000US28067","Jones County, Mississippi","66839","*****","43698","810","19200","261","449","397","256","88","0","33","1445","640","1791","569","830","460","961","350",
"0500000US28069","Kemper County, Mississippi","8855","*****","2986","23","5352","118","313","70","3","6","0","20","23","26","178","138","14","21","164","137",
"0500000US28071","Lafayette County, Mississippi","56920","*****","39747","421","13173","300","70","54","1270","153","0","33","907","367","1753","506","835","356","918","348",
"0500000US28073","Lamar County, Mississippi","65081","*****","47389","476","14048","319","74","58","620","151","0","33","767","455","2183","527","846","406","1337","362",
"0500000US28075","Lauderdale County, Mississippi","71984","*****","37119","369","30200","816","141","124","536","115","12","22","1100","556","2876","682","881","364","1995","601",
"0500000US28077","Lawrence County, Mississippi","11883","*****","7641","53","3775","101","44","11","36","30","0","22","142","108","245","144","42","63","203","113",
"0500000US28079","Leake County, Mississippi","21288","*****","9942","130","8319","226","1312","67","125","140","0","26","1066","145","524","291","236","172","288","186",
"0500000US28081","Lee County, Mississippi","83138","*****","52720","406","24885","444","210","259","890","105","219","240","1965","388","2249","475","684","270","1565","388",
"0500000US28083","Leflore County, Mississippi","27432","*****","5859","174","20432","180","19","29","143","141","0","26","629","241","350","212","198","183","152","116",
"0500000US28085","Lincoln County, Mississippi","34830","*****","23616","150","10542","77","25","35","184","74","4","9","21","28","438","167","213","151","225","102",
"0500000US28087","Lowndes County, Mississippi","58187","*****","29181","303","25585","495","136","138","639","86","0","33","709","318","1937","519","724","201","1213","445",
"0500000US28089","Madison County, Mississippi","110303","*****","61170","517","41181","507","83","56","3060","157","42","52","1621","618","3146","797","1722","513","1424","571",
"0500000US28091","Marion County, Mississippi","24303","*****","15529","315","7802","132","65","63","23","26","0","26","313","201","571","309","341","285","230","119",
"0500000US28093","Marshall County, Mississippi","33899","*****","15989","213","14800","385","174","187","53","83","24","31","1437","310","1422","414","389","231","1033","355",
"0500000US28095","Monroe County, Mississippi","33928","*****","22819","167","10242","201","10","15","89","100","13","24","38","40","717","234","227","155","490","175",
"0500000US28097","Montgomery County, Mississippi","9708","*****","5080","18","4389","126","0","20","3","5","0","20","18","26","218","125","11","16","207","123",
"0500000US28099","Neshoba County, Mississippi","28927","*****","16708","133","6201","390","4605","191","174","41","0","26","248","250","991","410","275","237","716","345",
"0500000US28101","Newton County, Mississippi","21151","*****","12465","243","6735","80","518","293","92","33","0","26","818","380","523","178","183","116","340","159",
"0500000US28103","Noxubee County, Mississippi","10136","*****","2574","14","7485","66","27","52","3","5","0","22","22","24","25","38","0","22","25","38",
"0500000US28105","Oktibbeha County, Mississippi","51473","*****","28713","262","18650","460","120","102","1478","153","17","42","322","261","2173","562","721","392","1452","466",
"0500000US28107","Panola County, Mississippi","32965","*****","15487","92","15845","413","21","25","117","140","116","151","52","61","1327","360","535","130","792","367",
"0500000US28109","Pearl River County, Mississippi","56781","*****","45649","524","7003","202","355","291","223","99","4","12","855","362","2692","559","1450","478","1242","272",
"0500000US28111","Perry County, Mississippi","11459","*****","8890","36","1813","250","2","4","265","187","18","30","18","16","453","138","148","33","305","131",
"0500000US28113","Pike County, Mississippi","39930","*****","16769","129","21599","213","203","72","223","48","0","30","273","145","863","292","267","171","596","245",
"0500000US28115","Pontotoc County, Mississippi","31312","*****","23537","181","4626","370","18","30","0","30","0","30","1744","361","1387","462","486","327","901","361",
"0500000US28117","Prentiss County, Mississippi","24999","*****","20036","299","2855","384","41","38","605","430","0","26","397","248","1065","336","301","187","764","259",
"0500000US28119","Quitman County, Mississippi","5908","*****","1475","13","4267","88","17","24","9","13","0","20","1","3","139","84","11","14","128","82",
"0500000US28121","Rankin County, Mississippi","158218","*****","114094","622","34246","455","660","511","1794","356","181","252","2462","806","4781","662","2078","422","2703","537",
"0500000US28123","Scott County, Mississippi","27754","*****","13958","380","9291","471","0","26","45","68","103","178","2532","504","1825","618","746","477","1079","409",
"0500000US28125","Sharkey County, Mississippi","3848","181","984","85","2835","167","0","14","0","14","13","23","7","12","9","15","0","14","9","15",
"0500000US28127","Simpson County, Mississippi","25817","*****","15810","133","9156","159","42","35","120","126","79","103","116","154","494","219","276","219","218","96",
"0500000US28129","Smith County, Mississippi","14193","*****","10476","91","3421","198","0","22","25","25","0","22","56","48","215","163","7","20","208","162",
"0500000US28131","Stone County, Mississippi","18515","*****","14174","200","3329","307","16","20","75","134","0","22","122","110","799","348","212","151","587","297",
"0500000US28133","Sunflower County, Mississippi","25328","*****","5937","79","18498","138","50","39","42","46","0","26","66","64","735","149","531","106","204","120",
"0500000US28135","Tallahatchie County, Mississippi","12363","*****","4470","40","7675","104","37","58","5","6","0","22","2","6","174","81","26","30","148","77",
"0500000US28137","Tate County, Mississippi","28135","*****","18700","208","8421","397","7","14","20","18","3","6","249","200","735","406","66","75","669","401",
"0500000US28139","Tippah County, Mississippi","21621","*****","16438","144","3183","230","13","18","37","39","14","24","670","213","1266","379","531","262","735","234",
"0500000US28141","Tishomingo County, Mississippi","18738","*****","17172","204","217","86","113","77","56","12","0","22","251","115","929","214","561","193","368","89",
"0500000US28143","Tunica County, Mississippi","9586","*****","1746","20","7630","53","0","20","0","20","0","20","129","114","81","98","58","75","23","33",
"0500000US28145","Union County, Mississippi","28009","*****","21547","79","4520","249","37","20","30","36","0","26","1131","298","744","255","383","183","361","173",
"0500000US28147","Walthall County, Mississippi","13864","*****","7361","13","5662","289","32","54","33","37","0","22","206","51","570","272","301","227","269","174",
"0500000US28149","Warren County, Mississippi","43623","*****","20363","151","21358","298","18","23","303","249","3","6","219","166","1359","363","493","175","866","391",
"0500000US28151","Washington County, Mississippi","43674","*****","10598","91","31511","282","32","31","350","3","1","3","515","179","667","263","198","122","469","191",
"0500000US28153","Wayne County, Mississippi","19699","*****","11168","22","7318","616","5","14","20","34","0","22","395","413","793","433","479","414","314","201",
"0500000US28155","Webster County, Mississippi","9942","*****","7854","70","1845","55","16","17","52","42","0","20","47","64","128","77","34","30","94","67",
"0500000US28157","Wilkinson County, Mississippi","8376","*****","2366","62","5628","213","0","20","0","20","0","20","200","206","182","119","73","98","109","74",
"0500000US28159","Winston County, Mississippi","17609","*****","8745","41","8319","214","218","55","12","24","0","22","27","45","288","213","17","24","271","208",
"0500000US28161","Yalobusha County, Mississippi","12439","*****","7330","77","4559","209","55","52","18","23","0","22","17","31","460","224","38","58","422","206",
"0500000US28163","Yazoo County, Mississippi","26837","*****","10556","135","15594","320","65","56","13","22","0","26","101","111","508","269","82","79","426","267",
"0500000US29001","Adair County, Missouri","25224","*****","22424","181","1059","102","90","52","475","126","10","15","132","121","1034","231","279","109","755","226",
"0500000US29003","Andrew County, Missouri","18086","*****","16956","122","163","57","13","15","131","24","0","19","67","48","756","141","337","125","419","85",
"0500000US29005","Atchison County, Missouri","5216","*****","4919","77","19","17","16","13","9","17","5","9","44","27","204","79","117","73","87","28",
"0500000US29007","Audrain County, Missouri","24688","*****","22002","181","1167","118","125","119","110","50","8","14","127","101","1149","183","124","82","1025","159",
"0500000US29009","Barry County, Missouri","34831","*****","28530","433","92","71","380","116","652","180","280","226","1229","371","3668","595","2375","489","1293","281",
"0500000US29011","Barton County, Missouri","11685","*****","10759","140","25","36","146","50","2","3","0","19","64","71","689","148","251","124","438","86",
"0500000US29013","Bates County, Missouri","16121","*****","15018","113","344","63","65","30","64","16","14","24","50","42","566","118","281","105","285","75",
"0500000US29015","Benton County, Missouri","19887","*****","18524","219","178","47","151","73","29","25","8","12","122","96","875","222","445","209","430","76",
"0500000US29017","Bollinger County, Missouri","10591","*****","10010","149","65","38","2","4","6","6","0","19","66","75","442","137","135","124","307","54",
"0500000US29019","Boone County, Missouri","185874","*****","144831","747","17737","736","259","110","8662","523","144","85","2592","717","11649","1177","3488","630","8161","930",
"0500000US29021","Buchanan County, Missouri","83855","*****","68982","587","4812","403","356","122","1010","195","599","228","2528","563","5568","880","2611","610","2957","498",
"0500000US29023","Butler County, Missouri","42166","*****","36839","492","1943","287","89","66","295","162","31","47","498","477","2471","375","559","164","1912","319",
"0500000US29025","Caldwell County, Missouri","8890","*****","8281","48","105","34","36","25","30","15","7","13","67","41","364","57","95","34","269","46",
"0500000US29027","Callaway County, Missouri","44541","*****","39779","309","1520","173","222","98","128","71","0","25","259","186","2633","303","809","231","1824","231",
"0500000US29029","Camden County, Missouri","43416","*****","40672","210","389","65","93","53","210","117","0","25","508","207","1544","274","609","228","935","162",
"0500000US29031","Cape Girardeau County, Missouri","82180","*****","70189","379","6650","350","91","77","1181","210","97","94","573","284","3399","570","965","303","2434","484",
"0500000US29033","Carroll County, Missouri","8459","*****","7973","60","125","69","0","17","16","16","2","4","6","9","337","84","87","60","250","74",
"0500000US29035","Carter County, Missouri","5269","*****","4902","31","33","39","0","17","3","5","0","17","2","5","329","48","141","32","188","38",
