"GEO_ID","NAME","B03003_001E","B03003_001M","B03003_002E","B03003_002M","B03003_003E","B03003_003M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Not Hispanic or Latino","Margin of Error!!Total:!!Not Hispanic or Latino","Estimate!!Total:!!Hispanic or Latino","Margin of Error!!Total:!!Hispanic or Latino",
"0500000US29003","Andrew County, Missouri","18086","*****","17638","*****","448","*****",
"0500000US29005","Atchison County, Missouri","5216","*****","5122","*****","94","*****",
"0500000US29007","Audrain County, Missouri","24688","*****","23921","*****","767","*****",
"0500000US29009","Barry County, Missouri","34831","*****","31358","*****","3473","*****",
"0500000US29011","Barton County, Missouri","11685","*****","11363","*****","322","*****",
"0500000US29013","Bates County, Missouri","16121","*****","15735","*****","386","*****",
"0500000US29015","Benton County, Missouri","19887","*****","19510","*****","377","*****",
"0500000US29017","Bollinger County, Missouri","10591","*****","10425","*****","166","*****",
"0500000US29019","Boone County, Missouri","185874","*****","177740","*****","8134","*****",
"0500000US29021","Buchanan County, Missouri","83855","*****","77954","*****","5901","*****",
"0500000US29023","Butler County, Missouri","42166","*****","41172","*****","994","*****",
"0500000US29025","Caldwell County, Missouri","8890","*****","8698","*****","192","*****",
"0500000US29027","Callaway County, Missouri","44541","*****","43497","*****","1044","*****",
"0500000US29029","Camden County, Missouri","43416","*****","41963","*****","1453","*****",
"0500000US29031","Cape Girardeau County, Missouri","82180","*****","79841","*****","2339","*****",
"0500000US29033","Carroll County, Missouri","8459","*****","8285","*****","174","*****",
"0500000US29035","Carter County, Missouri","5269","*****","5161","*****","108","*****",
"0500000US29037","Cass County, Missouri","109393","*****","103565","*****","5828","*****",
"0500000US29039","Cedar County, Missouri","14440","*****","14143","*****","297","*****",
"0500000US29041","Chariton County, Missouri","7406","*****","7339","36","67","36",
"0500000US29043","Christian County, Missouri","91229","*****","87965","*****","3264","*****",
"0500000US29045","Clark County, Missouri","6680","*****","6619","*****","61","*****",
"0500000US29047","Clay County, Missouri","255566","*****","235879","*****","19687","*****",
"0500000US29049","Clinton County, Missouri","21259","*****","20716","*****","543","*****",
"0500000US29051","Cole County, Missouri","76924","*****","74203","*****","2721","*****",
"0500000US29053","Cooper County, Missouri","16835","*****","16489","*****","346","*****",
"0500000US29055","Crawford County, Missouri","22890","*****","22364","*****","526","*****",
"0500000US29057","Dade County, Missouri","7627","*****","7465","*****","162","*****",
"0500000US29059","Dallas County, Missouri","17344","*****","16970","*****","374","*****",
"0500000US29061","Daviess County, Missouri","8449","*****","8305","*****","144","*****",
"0500000US29063","DeKalb County, Missouri","11176","*****","10914","*****","262","*****",
"0500000US29065","Dent County, Missouri","14506","*****","14198","*****","308","*****",
"0500000US29067","Douglas County, Missouri","11850","*****","11738","74","112","74",
"0500000US29069","Dunklin County, Missouri","27795","*****","25740","*****","2055","*****",
"0500000US29071","Franklin County, Missouri","105316","*****","102973","*****","2343","*****",
"0500000US29073","Gasconade County, Missouri","14774","*****","14550","*****","224","*****",
"0500000US29075","Gentry County, Missouri","6224","*****","6112","*****","112","*****",
"0500000US29077","Greene County, Missouri","301121","*****","286171","*****","14950","*****",
"0500000US29079","Grundy County, Missouri","9822","*****","9562","*****","260","*****",
"0500000US29081","Harrison County, Missouri","8198","*****","8007","*****","191","*****",
"0500000US29083","Henry County, Missouri","22194","*****","21544","*****","650","*****",
"0500000US29085","Hickory County, Missouri","8501","*****","8357","*****","144","*****",
"0500000US29087","Holt County, Missouri","4254","*****","4183","*****","71","*****",
"0500000US29089","Howard County, Missouri","10141","*****","9925","*****","216","*****",
"0500000US29091","Howell County, Missouri","40168","*****","39193","*****","975","*****",
"0500000US29093","Iron County, Missouri","9482","*****","9283","*****","199","*****",
"0500000US29095","Jackson County, Missouri","717021","*****","637638","*****","79383","*****",
"0500000US29097","Jasper County, Missouri","123532","*****","111757","*****","11775","*****",
"0500000US29099","Jefferson County, Missouri","228227","*****","222434","*****","5793","*****",
"0500000US29101","Johnson County, Missouri","54331","*****","51589","*****","2742","*****",
"0500000US29103","Knox County, Missouri","3760","*****","3746","28","14","28",
"0500000US29105","Laclede County, Missouri","36245","*****","35212","*****","1033","*****",
"0500000US29107","Lafayette County, Missouri","32974","*****","31878","*****","1096","*****",
"0500000US29109","Lawrence County, Missouri","38392","*****","35231","*****","3161","*****",
"0500000US29111","Lewis County, Missouri","9945","*****","9825","53","120","53",
"0500000US29113","Lincoln County, Missouri","61636","*****","59928","*****","1708","*****",
"0500000US29115","Linn County, Missouri","11850","*****","11510","*****","340","*****",
"0500000US29117","Livingston County, Missouri","14330","*****","14057","*****","273","*****",
"0500000US29119","McDonald County, Missouri","23492","*****","20612","*****","2880","*****",
"0500000US29121","Macon County, Missouri","15163","*****","14887","*****","276","*****",
"0500000US29123","Madison County, Missouri","12665","*****","12330","*****","335","*****",
"0500000US29125","Maries County, Missouri","8435","*****","8275","*****","160","*****",
"0500000US29127","Marion County, Missouri","28493","*****","27933","*****","560","*****",
"0500000US29129","Mercer County, Missouri","3501","*****","3346","*****","155","*****",
"0500000US29131","Miller County, Missouri","25081","*****","24565","*****","516","*****",
"0500000US29133","Mississippi County, Missouri","12079","*****","11895","164","184","164",
"0500000US29135","Moniteau County, Missouri","15303","*****","14426","*****","877","*****",
"0500000US29137","Monroe County, Missouri","8672","*****","8521","*****","151","*****",
"0500000US29139","Montgomery County, Missouri","11422","*****","11170","*****","252","*****",
"0500000US29141","Morgan County, Missouri","21430","*****","20894","*****","536","*****",
"0500000US29143","New Madrid County, Missouri","16041","*****","15755","*****","286","*****",
"0500000US29145","Newton County, Missouri","59490","*****","55657","*****","3833","*****",
"0500000US29147","Nodaway County, Missouri","20959","*****","20518","*****","441","*****",
"0500000US29149","Oregon County, Missouri","8704","*****","8590","*****","114","*****",
"0500000US29151","Osage County, Missouri","13379","*****","13238","*****","141","*****",
"0500000US29153","Ozark County, Missouri","8773","*****","8606","*****","167","*****",
"0500000US29155","Pemiscot County, Missouri","15232","*****","14775","*****","457","*****",
"0500000US29157","Perry County, Missouri","18947","*****","18510","*****","437","*****",
"0500000US29159","Pettis County, Missouri","43205","*****","39070","*****","4135","*****",
"0500000US29161","Phelps County, Missouri","44948","*****","43620","*****","1328","*****",
"0500000US29163","Pike County, Missouri","17623","*****","17398","160","225","160",
"0500000US29165","Platte County, Missouri","108751","*****","101216","*****","7535","*****",
"0500000US29167","Polk County, Missouri","32109","*****","31211","*****","898","*****",
"0500000US29169","Pulaski County, Missouri","53850","*****","47660","*****","6190","*****",
"0500000US29171","Putnam County, Missouri","4675","*****","4542","*****","133","*****",
"0500000US29173","Ralls County, Missouri","10394","*****","10271","*****","123","*****",
"0500000US29175","Randolph County, Missouri","24524","*****","23928","*****","596","*****",
"0500000US29177","Ray County, Missouri","23149","*****","22506","*****","643","*****",
"0500000US29179","Reynolds County, Missouri","6058","*****","5956","*****","102","*****",
"0500000US29181","Ripley County, Missouri","10755","*****","10621","*****","134","*****",
"0500000US29183","St. Charles County, Missouri","409830","*****","393284","*****","16546","*****",
"0500000US29185","St. Clair County, Missouri","9451","*****","9248","*****","203","*****",
"0500000US29186","Ste. Genevieve County, Missouri","18551","*****","18286","*****","265","*****",
"0500000US29187","St. Francois County, Missouri","66864","*****","65668","*****","1196","*****",
"0500000US29189","St. Louis County, Missouri","996618","*****","959409","*****","37209","*****",
"0500000US29195","Saline County, Missouri","23177","*****","20350","*****","2827","*****",
"0500000US29197","Schuyler County, Missouri","4044","*****","3977","43","67","43",
"0500000US29199","Scotland County, Missouri","4698","*****","4694","7","4","7",
"0500000US29201","Scott County, Missouri","37967","*****","37001","*****","966","*****",
"0500000US29203","Shannon County, Missouri","7137","*****","7100","31","37","31",
"0500000US29205","Shelby County, Missouri","6011","*****","5877","*****","134","*****",
"0500000US29207","Stoddard County, Missouri","28547","*****","27950","*****","597","*****",
"0500000US29209","Stone County, Missouri","31697","*****","30831","*****","866","*****",
"0500000US29211","Sullivan County, Missouri","5903","*****","4852","*****","1051","*****",
"0500000US29213","Taney County, Missouri","56382","*****","52132","*****","4250","*****",
"0500000US29215","Texas County, Missouri","24956","*****","24367","*****","589","*****",
"0500000US29217","Vernon County, Missouri","19713","*****","19220","*****","493","*****",
"0500000US29219","Warren County, Missouri","36467","*****","35007","*****","1460","*****",
"0500000US29221","Washington County, Missouri","23483","*****","23239","*****","244","*****",
"0500000US29223","Wayne County, Missouri","10942","*****","10829","97","113","97",
"0500000US29225","Webster County, Missouri","39868","*****","38986","*****","882","*****",
"0500000US29227","Worth County, Missouri","1956","*****","1919","*****","37","*****",
"0500000US29229","Wright County, Missouri","18722","*****","18262","*****","460","*****",
"0500000US29510","St. Louis city, Missouri","293109","*****","278104","*****","15005","*****",
"0500000US30001","Beaverhead County, Montana","9590","*****","9118","*****","472","*****",
"0500000US30003","Big Horn County, Montana","12963","*****","12371","*****","592","*****",
"0500000US30005","Blaine County, Montana","6997","*****","6805","*****","192","*****",
"0500000US30007","Broadwater County, Montana","7310","*****","7179","97","131","97",
"0500000US30009","Carbon County, Montana","10877","*****","10566","*****","311","*****",
"0500000US30011","Carter County, Montana","1361","124","1329","122","32","27",
"0500000US30013","Cascade County, Montana","84601","*****","80318","*****","4283","*****",
"0500000US30015","Chouteau County, Montana","5888","*****","5710","*****","178","*****",
"0500000US30017","Custer County, Montana","11938","*****","11543","*****","395","*****",
"0500000US30019","Daniels County, Montana","1524","167","1500","159","24","32",
"0500000US30021","Dawson County, Montana","8874","*****","8574","*****","300","*****",
"0500000US30023","Deer Lodge County, Montana","9512","*****","9192","*****","320","*****",
"0500000US30025","Fallon County, Montana","2817","202","2801","212","16","29",
"0500000US30027","Fergus County, Montana","11581","*****","11325","*****","256","*****",
"0500000US30029","Flathead County, Montana","108445","*****","104645","*****","3800","*****",
"0500000US30031","Gallatin County, Montana","122194","*****","115922","*****","6272","*****",
"0500000US30033","Garfield County, Montana","938","109","938","109","0","11",
"0500000US30035","Glacier County, Montana","13713","*****","13335","*****","378","*****",
"0500000US30037","Golden Valley County, Montana","840","124","785","120","55","43",
"0500000US30039","Granite County, Montana","3419","*****","3353","57","66","57",
"0500000US30041","Hill County, Montana","16260","*****","15709","*****","551","*****",
"0500000US30043","Jefferson County, Montana","12501","*****","12162","*****","339","*****",
"0500000US30045","Judith Basin County, Montana","2053","*****","1932","84","121","84",
"0500000US30047","Lake County, Montana","32073","*****","30735","*****","1338","*****",
"0500000US30049","Lewis and Clark County, Montana","72580","*****","69750","*****","2830","*****",
"0500000US30051","Liberty County, Montana","1968","*****","1968","11","0","11",
"0500000US30053","Lincoln County, Montana","20656","*****","20042","*****","614","*****",
"0500000US30055","McCone County, Montana","1818","136","1818","136","0","11",
"0500000US30057","Madison County, Montana","8975","*****","8658","*****","317","*****",
"0500000US30059","Meagher County, Montana","1979","*****","1916","4","63","4",
"0500000US30061","Mineral County, Montana","4796","*****","4629","*****","167","*****",
"0500000US30063","Missoula County, Montana","119639","*****","113737","*****","5902","*****",
"0500000US30065","Musselshell County, Montana","5068","156","4881","154","187","42",
"0500000US30067","Park County, Montana","17484","*****","16897","*****","587","*****",
"0500000US30069","Petroleum County, Montana","401","85","401","85","0","11",
"0500000US30071","Phillips County, Montana","4224","*****","4166","71","58","71",
"0500000US30073","Pondera County, Montana","6012","*****","5875","*****","137","*****",
"0500000US30075","Powder River County, Montana","1762","124","1732","128","30","26",
"0500000US30077","Powell County, Montana","7029","*****","6869","57","160","57",
"0500000US30079","Prairie County, Montana","1251","170","1241","171","10","10",
"0500000US30081","Ravalli County, Montana","45807","*****","43987","*****","1820","*****",
"0500000US30083","Richland County, Montana","11329","*****","10708","*****","621","*****",
"0500000US30085","Roosevelt County, Montana","10665","*****","10376","*****","289","*****",
"0500000US30087","Rosebud County, Montana","8236","*****","7951","*****","285","*****",
"0500000US30089","Sanders County, Montana","12936","*****","12504","*****","432","*****",
"0500000US30091","Sheridan County, Montana","3677","167","3511","159","166","32",
"0500000US30093","Silver Bow County, Montana","35589","*****","33950","*****","1639","*****",
"0500000US30095","Stillwater County, Montana","9052","*****","8747","*****","305","*****",
"0500000US30097","Sweet Grass County, Montana","3713","*****","3647","63","66","63",
"0500000US30099","Teton County, Montana","6291","*****","6173","*****","118","*****",
"0500000US30101","Toole County, Montana","5028","*****","4811","*****","217","*****",
"0500000US30103","Treasure County, Montana","761","127","718","127","43","29",
"0500000US30105","Valley County, Montana","7540","*****","7347","*****","193","*****",
"0500000US30107","Wheatland County, Montana","2049","*****","1994","59","55","59",
"0500000US30109","Wibaux County, Montana","1148","161","1079","161","69","40",
"0500000US30111","Yellowstone County, Montana","167340","*****","156623","*****","10717","*****",
"0500000US31001","Adams County, Nebraska","31034","*****","27295","*****","3739","*****",
"0500000US31003","Antelope County, Nebraska","6302","*****","6065","*****","237","*****",
"0500000US31005","Arthur County, Nebraska","540","103","537","103","3","5",
"0500000US31007","Banner County, Nebraska","657","109","628","102","29","22",
"0500000US31009","Blaine County, Nebraska","385","64","385","64","0","10",
"0500000US31011","Boone County, Nebraska","5366","*****","5159","*****","207","*****",
"0500000US31013","Box Butte County, Nebraska","10754","*****","9433","*****","1321","*****",
"0500000US31015","Boyd County, Nebraska","1704","128","1637","131","67","17",
"0500000US31017","Brown County, Nebraska","2739","153","2581","135","158","47",
"0500000US31019","Buffalo County, Nebraska","50323","*****","45104","*****","5219","*****",
"0500000US31021","Burt County, Nebraska","6730","*****","6512","*****","218","*****",
"0500000US31023","Butler County, Nebraska","8413","*****","7909","*****","504","*****",
"0500000US31025","Cass County, Nebraska","26963","*****","25901","*****","1062","*****",
"0500000US31027","Cedar County, Nebraska","8344","*****","8141","*****","203","*****",
"0500000US31029","Chase County, Nebraska","3639","169","2971","165","668","47",
"0500000US31031","Cherry County, Nebraska","5468","*****","5304","*****","164","*****",
"0500000US31033","Cheyenne County, Nebraska","9478","*****","8688","*****","790","*****",
"0500000US31035","Clay County, Nebraska","6084","*****","5514","*****","570","*****",
"0500000US31037","Colfax County, Nebraska","10541","*****","5558","*****","4983","*****",
"0500000US31039","Cuming County, Nebraska","8976","*****","7881","*****","1095","*****",
"0500000US31041","Custer County, Nebraska","10544","*****","10148","*****","396","*****",
"0500000US31043","Dakota County, Nebraska","21331","*****","12551","*****","8780","*****",
"0500000US31045","Dawes County, Nebraska","8212","*****","7821","*****","391","*****",
"0500000US31047","Dawson County, Nebraska","24020","*****","15300","*****","8720","*****",
"0500000US31049","Deuel County, Nebraska","1865","150","1677","148","188","30",
"0500000US31051","Dixon County, Nebraska","5561","*****","4723","*****","838","*****",
"0500000US31053","Dodge County, Nebraska","37146","*****","30796","*****","6350","*****",
"0500000US31055","Douglas County, Nebraska","585461","*****","502774","*****","82687","*****",
"0500000US31057","Dundy County, Nebraska","1811","169","1767","167","44","46",
"0500000US31059","Fillmore County, Nebraska","5551","*****","5347","*****","204","*****",
"0500000US31061","Franklin County, Nebraska","2868","*****","2778","*****","90","*****",
"0500000US31063","Frontier County, Nebraska","2562","85","2466","82","96","24",
"0500000US31065","Furnas County, Nebraska","4605","*****","4372","*****","233","*****",
"0500000US31067","Gage County, Nebraska","21646","*****","20951","*****","695","*****",
"0500000US31069","Garden County, Nebraska","1620","179","1567","171","53","31",
"0500000US31071","Garfield County, Nebraska","1797","104","1759","109","38","17",
"0500000US31073","Gosper County, Nebraska","1929","154","1806","146","123","36",
"0500000US31075","Grant County, Nebraska","695","94","694","94","1","3",
"0500000US31077","Greeley County, Nebraska","2211","*****","2163","26","48","26",
"0500000US31079","Hall County, Nebraska","62431","*****","42868","*****","19563","*****",
"0500000US31081","Hamilton County, Nebraska","9438","*****","9054","*****","384","*****",
"0500000US31083","Harlan County, Nebraska","3006","154","2936","146","70","36",
"0500000US31085","Hayes County, Nebraska","854","85","799","82","55","19",
"0500000US31087","Hitchcock County, Nebraska","2601","*****","2500","*****","101","*****",
"0500000US31089","Holt County, Nebraska","10093","*****","9537","*****","556","*****",
"0500000US31091","Hooker County, Nebraska","613","76","613","76","0","10",
"0500000US31093","Howard County, Nebraska","6492","*****","6298","*****","194","*****",
"0500000US31095","Jefferson County, Nebraska","7155","*****","6776","*****","379","*****",
"0500000US31097","Johnson County, Nebraska","5263","*****","4648","*****","615","*****",
"0500000US31099","Kearney County, Nebraska","6697","*****","6263","*****","434","*****",
"0500000US31101","Keith County, Nebraska","8239","*****","7498","*****","741","*****",
"0500000US31103","Keya Paha County, Nebraska","939","153","905","136","34","47",
"0500000US31105","Kimball County, Nebraska","3348","179","3016","171","332","44",
"0500000US31107","Knox County, Nebraska","8362","*****","8129","*****","233","*****",
"0500000US31109","Lancaster County, Nebraska","323673","*****","297003","*****","26670","*****",
"0500000US31111","Lincoln County, Nebraska","34122","*****","31023","*****","3099","*****",
"0500000US31113","Logan County, Nebraska","812","108","801","108","11","10",
"0500000US31115","Loup County, Nebraska","564","95","511","95","53","29",
"0500000US31117","McPherson County, Nebraska","463","74","463","74","0","10",
"0500000US31119","Madison County, Nebraska","35535","*****","29877","*****","5658","*****",
"0500000US31121","Merrick County, Nebraska","7696","*****","7279","*****","417","*****",
"0500000US31123","Morrill County, Nebraska","4544","*****","3886","*****","658","*****",
"0500000US31125","Nance County, Nebraska","3342","*****","3264","*****","78","*****",
"0500000US31127","Nemaha County, Nebraska","7035","*****","6816","*****","219","*****",
"0500000US31129","Nuckolls County, Nebraska","4089","*****","3948","*****","141","*****",
"0500000US31131","Otoe County, Nebraska","16075","*****","14744","*****","1331","*****",
"0500000US31133","Pawnee County, Nebraska","2539","*****","2492","*****","47","*****",
"0500000US31135","Perkins County, Nebraska","2835","*****","2691","*****","144","*****",
"0500000US31137","Phelps County, Nebraska","8983","*****","8402","*****","581","*****",
"0500000US31139","Pierce County, Nebraska","7312","*****","7131","*****","181","*****",
"0500000US31141","Platte County, Nebraska","34358","*****","26716","*****","7642","*****",
"0500000US31143","Polk County, Nebraska","5209","*****","4908","*****","301","*****",
"0500000US31145","Red Willow County, Nebraska","10611","*****","9956","*****","655","*****",
"0500000US31147","Richardson County, Nebraska","7797","*****","7626","*****","171","*****",
"0500000US31149","Rock County, Nebraska","1335","128","1329","128","6","10",
"0500000US31151","Saline County, Nebraska","14642","*****","10439","*****","4203","*****",
"0500000US31153","Sarpy County, Nebraska","194051","*****","172585","*****","21466","*****",
"0500000US31155","Saunders County, Nebraska","22761","*****","22144","*****","617","*****",
"0500000US31157","Scotts Bluff County, Nebraska","35937","*****","27517","*****","8420","*****",
"0500000US31159","Seward County, Nebraska","17636","*****","17139","*****","497","*****",
"0500000US31161","Sheridan County, Nebraska","5058","*****","4798","*****","260","*****",
"0500000US31163","Sherman County, Nebraska","2974","*****","2896","*****","78","*****",
"0500000US31165","Sioux County, Nebraska","1197","187","1151","180","46","40",
"0500000US31167","Stanton County, Nebraska","5835","*****","5447","*****","388","*****",
"0500000US31169","Thayer County, Nebraska","4938","*****","4785","*****","153","*****",
"0500000US31171","Thomas County, Nebraska","626","75","601","77","25","30",
"0500000US31173","Thurston County, Nebraska","6666","*****","6373","*****","293","*****",
"0500000US31175","Valley County, Nebraska","4094","95","3987","94","107","29",
"0500000US31177","Washington County, Nebraska","20989","*****","20326","*****","663","*****",
"0500000US31179","Wayne County, Nebraska","9786","*****","8802","*****","984","*****",
"0500000US31181","Webster County, Nebraska","3385","*****","3199","*****","186","*****",
"0500000US31183","Wheeler County, Nebraska","785","104","770","108","15","17",
"0500000US31185","York County, Nebraska","14231","*****","13372","*****","859","*****",
"0500000US32001","Churchill County, Nevada","25614","*****","21818","*****","3796","*****",
"0500000US32003","Clark County, Nevada","2293764","*****","1572427","*****","721337","*****",
"0500000US32005","Douglas County, Nevada","49624","*****","43295","*****","6329","*****",
"0500000US32007","Elko County, Nevada","53852","*****","40031","*****","13821","*****",
"0500000US32009","Esmeralda County, Nevada","962","228","708","204","254","126",
"0500000US32011","Eureka County, Nevada","1660","228","1611","222","49","55",
"0500000US32013","Humboldt County, Nevada","17299","*****","12649","*****","4650","*****",
"0500000US32015","Lander County, Nevada","5745","*****","4479","243","1266","243",
"0500000US32017","Lincoln County, Nevada","4452","*****","4217","124","235","124",
"0500000US32019","Lyon County, Nevada","60630","*****","49299","*****","11331","*****",
"0500000US32021","Mineral County, Nevada","4557","*****","3728","234","829","234",
"0500000US32023","Nye County, Nevada","53207","*****","44476","*****","8731","*****",
"0500000US32027","Pershing County, Nevada","6505","*****","4991","*****","1514","*****",
"0500000US32029","Storey County, Nevada","4139","*****","3848","193","291","193",
"0500000US32031","Washoe County, Nevada","491770","*****","365702","*****","126068","*****",
"0500000US32033","White Pine County, Nevada","8856","*****","7405","*****","1451","*****",
"0500000US32510","Carson City, Nevada","58364","*****","43259","*****","15105","*****",
"0500000US33001","Belknap County, New Hampshire","64300","*****","62913","*****","1387","*****",
"0500000US33003","Carroll County, New Hampshire","51259","*****","50393","*****","866","*****",
"0500000US33005","Cheshire County, New Hampshire","76945","*****","75041","*****","1904","*****",
"0500000US33007","Coos County, New Hampshire","31386","*****","30671","*****","715","*****",
"0500000US33009","Grafton County, New Hampshire","91759","*****","89156","*****","2603","*****",
"0500000US33011","Hillsborough County, New Hampshire","424732","*****","389691","*****","35041","*****",
"0500000US33013","Merrimack County, New Hampshire","155018","*****","150935","*****","4083","*****",
"0500000US33015","Rockingham County, New Hampshire","317163","*****","305985","*****","11178","*****",
"0500000US33017","Strafford County, New Hampshire","131743","*****","127633","*****","4110","*****",
"0500000US33019","Sullivan County, New Hampshire","43529","*****","42658","*****","871","*****",
"0500000US34001","Atlantic County, New Jersey","274704","*****","220018","*****","54686","*****",
"0500000US34003","Bergen County, New Jersey","954717","*****","743673","*****","211044","*****",
"0500000US34005","Burlington County, New Jersey","464226","*****","421406","*****","42820","*****",
"0500000US34007","Camden County, New Jersey","524042","*****","426085","*****","97957","*****",
"0500000US34009","Cape May County, New Jersey","95236","*****","87560","*****","7676","*****",
"0500000US34011","Cumberland County, New Jersey","152915","*****","99458","*****","53457","*****",
"0500000US34013","Essex County, New Jersey","854130","*****","643406","*****","210724","*****",
"0500000US34015","Gloucester County, New Jersey","304504","*****","280619","*****","23885","*****",
"0500000US34017","Hudson County, New Jersey","710478","*****","421258","*****","289220","*****",
"0500000US34019","Hunterdon County, New Jersey","129448","*****","117997","*****","11451","*****",
"0500000US34021","Mercer County, New Jersey","383286","*****","298017","*****","85269","*****",
"0500000US34023","Middlesex County, New Jersey","861535","*****","663361","*****","198174","*****",
"0500000US34025","Monmouth County, New Jersey","643615","*****","562051","*****","81564","*****",
"0500000US34027","Morris County, New Jersey","510375","*****","431383","*****","78992","*****",
"0500000US34029","Ocean County, New Jersey","646434","*****","577705","*****","68729","*****",
"0500000US34031","Passaic County, New Jersey","518289","*****","293140","*****","225149","*****",
"0500000US34033","Salem County, New Jersey","64973","*****","57998","*****","6975","*****",
"0500000US34035","Somerset County, New Jersey","346203","*****","287184","*****","59019","*****",
"0500000US34037","Sussex County, New Jersey","145117","*****","129078","*****","16039","*****",
"0500000US34039","Union County, New Jersey","572549","*****","375754","*****","196795","*****",
"0500000US34041","Warren County, New Jersey","110238","*****","96895","*****","13343","*****",
"0500000US35001","Bernalillo County, New Mexico","674357","*****","344408","*****","329949","*****",
"0500000US35003","Catron County, New Mexico","3685","*****","3126","235","559","235",
"0500000US35005","Chaves County, New Mexico","64446","*****","27117","*****","37329","*****",
"0500000US35006","Cibola County, New Mexico","27059","*****","18134","*****","8925","*****",
"0500000US35007","Colfax County, New Mexico","12336","*****","6487","*****","5849","*****",
"0500000US35009","Curry County, New Mexico","47932","*****","26150","*****","21782","*****",
"0500000US35011","De Baca County, New Mexico","1580","155","576","146","1004","247",
"0500000US35013","Doña Ana County, New Mexico","221665","*****","71772","*****","149893","*****",
"0500000US35015","Eddy County, New Mexico","61114","*****","30010","*****","31104","*****",
"0500000US35017","Grant County, New Mexico","27856","*****","14483","*****","13373","*****",
"0500000US35019","Guadalupe County, New Mexico","4379","*****","1116","224","3263","224",
"0500000US35021","Harding County, New Mexico","748","155","444","111","304","118",
"0500000US35023","Hidalgo County, New Mexico","4097","*****","1754","*****","2343","*****",
"0500000US35025","Lea County, New Mexico","73154","*****","28063","*****","45091","*****",
"0500000US35027","Lincoln County, New Mexico","20227","*****","13636","*****","6591","*****",
"0500000US35028","Los Alamos County, New Mexico","19374","*****","15909","*****","3465","*****",
"0500000US35029","Luna County, New Mexico","25420","*****","8503","*****","16917","*****",
"0500000US35031","McKinley County, New Mexico","71172","*****","62523","*****","8649","*****",
"0500000US35033","Mora County, New Mexico","4176","*****","998","236","3178","236",
"0500000US35035","Otero County, New Mexico","68235","*****","41552","*****","26683","*****",
"0500000US35037","Quay County, New Mexico","8616","*****","4774","*****","3842","*****",
"0500000US35039","Rio Arriba County, New Mexico","40165","*****","13127","*****","27038","*****",
"0500000US35041","Roosevelt County, New Mexico","19002","*****","10562","*****","8440","*****",
"0500000US35043","Sandoval County, New Mexico","151538","*****","91616","*****","59922","*****",
"0500000US35045","San Juan County, New Mexico","121178","*****","97288","*****","23890","*****",
"0500000US35047","San Miguel County, New Mexico","27036","*****","6669","*****","20367","*****",
"0500000US35049","Santa Fe County, New Mexico","155175","*****","80690","*****","74485","*****",
"0500000US35051","Sierra County, New Mexico","11511","*****","8125","*****","3386","*****",
"0500000US35053","Socorro County, New Mexico","16308","*****","8112","*****","8196","*****",
"0500000US35055","Taos County, New Mexico","34516","*****","16986","*****","17530","*****",
"0500000US35057","Torrance County, New Mexico","15290","*****","8791","*****","6499","*****",
"0500000US35059","Union County, New Mexico","4039","*****","2436","*****","1603","*****",
"0500000US35061","Valencia County, New Mexico","77382","*****","30510","*****","46872","*****",
"0500000US36001","Albany County, New York","315374","*****","293211","*****","22163","*****",
"0500000US36003","Allegany County, New York","47027","*****","46025","*****","1002","*****",
"0500000US36005","Bronx County, New York","1419250","*****","640157","*****","779093","*****",
"0500000US36007","Broome County, New York","197738","*****","187090","*****","10648","*****",
"0500000US36009","Cattaraugus County, New York","76479","*****","74739","*****","1740","*****",
"0500000US36011","Cayuga County, New York","75464","*****","72831","*****","2633","*****",
"0500000US36013","Chautauqua County, New York","126329","*****","114537","*****","11792","*****",
"0500000US36015","Chemung County, New York","82805","*****","79823","*****","2982","*****",
"0500000US36017","Chenango County, New York","46685","*****","45547","*****","1138","*****",
"0500000US36019","Clinton County, New York","78961","*****","76247","*****","2714","*****",
"0500000US36021","Columbia County, New York","61245","*****","57587","*****","3658","*****",
"0500000US36023","Cortland County, New York","46401","*****","44774","*****","1627","*****",
"0500000US36025","Delaware County, New York","44551","*****","42451","*****","2100","*****",
"0500000US36027","Dutchess County, New York","297144","*****","252991","*****","44153","*****",
"0500000US36029","Erie County, New York","950044","*****","890152","*****","59892","*****",
"0500000US36031","Essex County, New York","37077","*****","36051","*****","1026","*****",
"0500000US36033","Franklin County, New York","47066","*****","45738","*****","1328","*****",
"0500000US36035","Fulton County, New York","52787","*****","50597","*****","2190","*****",
"0500000US36037","Genesee County, New York","57943","*****","55200","*****","2743","*****",
"0500000US36039","Greene County, New York","47554","*****","44419","*****","3135","*****",
"0500000US36041","Hamilton County, New York","5102","*****","5001","*****","101","*****",
"0500000US36043","Herkimer County, New York","59932","*****","58318","*****","1614","*****",
"0500000US36045","Jefferson County, New York","116130","*****","107649","*****","8481","*****",
"0500000US36047","Kings County, New York","2646306","*****","2146507","*****","499799","*****",
"0500000US36049","Lewis County, New York","26618","*****","26158","*****","460","*****",
"0500000US36051","Livingston County, New York","61588","*****","58829","*****","2759","*****",
"0500000US36053","Madison County, New York","67572","*****","65854","*****","1718","*****",
"0500000US36055","Monroe County, New York","754068","*****","680544","*****","73524","*****",
