"GEO_ID","NAME","B03003_001E","B03003_001M","B03003_002E","B03003_002M","B03003_003E","B03003_003M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Not Hispanic or Latino","Margin of Error!!Total:!!Not Hispanic or Latino","Estimate!!Total:!!Hispanic or Latino","Margin of Error!!Total:!!Hispanic or Latino",
"0500000US18167","Vigo County, Indiana","106201","*****","102894","*****","3307","*****",
"0500000US18169","Wabash County, Indiana","30901","*****","29963","*****","938","*****",
"0500000US18171","Warren County, Indiana","8469","*****","8385","67","84","67",
"0500000US18173","Warrick County, Indiana","64650","*****","63146","*****","1504","*****",
"0500000US18175","Washington County, Indiana","28167","*****","27751","*****","416","*****",
"0500000US18177","Wayne County, Indiana","66377","*****","63846","*****","2531","*****",
"0500000US18179","Wells County, Indiana","28261","*****","27186","*****","1075","*****",
"0500000US18181","White County, Indiana","24709","*****","22187","*****","2522","*****",
"0500000US18183","Whitley County, Indiana","34388","*****","33482","*****","906","*****",
"0500000US19001","Adair County, Iowa","7471","*****","7257","*****","214","*****",
"0500000US19003","Adams County, Iowa","3641","*****","3614","18","27","18",
"0500000US19005","Allamakee County, Iowa","14038","*****","12813","*****","1225","*****",
"0500000US19007","Appanoose County, Iowa","12242","*****","12030","96","212","96",
"0500000US19009","Audubon County, Iowa","5622","*****","5507","*****","115","*****",
"0500000US19011","Benton County, Iowa","25698","*****","25219","*****","479","*****",
"0500000US19013","Black Hawk County, Iowa","130693","*****","124114","*****","6579","*****",
"0500000US19015","Boone County, Iowa","26669","*****","25915","*****","754","*****",
"0500000US19017","Bremer County, Iowa","25118","*****","24616","*****","502","*****",
"0500000US19019","Buchanan County, Iowa","20645","*****","20273","*****","372","*****",
"0500000US19021","Buena Vista County, Iowa","20684","*****","14760","*****","5924","*****",
"0500000US19023","Butler County, Iowa","14301","*****","14070","*****","231","*****",
"0500000US19025","Calhoun County, Iowa","9858","*****","9607","*****","251","*****",
"0500000US19027","Carroll County, Iowa","20677","*****","20017","*****","660","*****",
"0500000US19029","Cass County, Iowa","13115","*****","12774","*****","341","*****",
"0500000US19031","Cedar County, Iowa","18427","*****","17953","*****","474","*****",
"0500000US19033","Cerro Gordo County, Iowa","42785","*****","40454","*****","2331","*****",
"0500000US19035","Cherokee County, Iowa","11587","*****","11036","*****","551","*****",
"0500000US19037","Chickasaw County, Iowa","11868","*****","11398","*****","470","*****",
"0500000US19039","Clarke County, Iowa","9690","*****","8111","*****","1579","*****",
"0500000US19041","Clay County, Iowa","16446","*****","15703","*****","743","*****",
"0500000US19043","Clayton County, Iowa","17069","*****","16688","*****","381","*****",
"0500000US19045","Clinton County, Iowa","46383","*****","44761","*****","1622","*****",
"0500000US19047","Crawford County, Iowa","16289","*****","11394","*****","4895","*****",
"0500000US19049","Dallas County, Iowa","104136","*****","97182","*****","6954","*****",
"0500000US19051","Davis County, Iowa","9127","*****","8946","*****","181","*****",
"0500000US19053","Decatur County, Iowa","7669","*****","7419","*****","250","*****",
"0500000US19055","Delaware County, Iowa","17549","*****","17265","*****","284","*****",
"0500000US19057","Des Moines County, Iowa","38597","*****","37246","*****","1351","*****",
"0500000US19059","Dickinson County, Iowa","17844","*****","17366","*****","478","*****",
"0500000US19061","Dubuque County, Iowa","98948","*****","95899","*****","3049","*****",
"0500000US19063","Emmet County, Iowa","9316","*****","8398","*****","918","*****",
"0500000US19065","Fayette County, Iowa","19393","*****","18827","*****","566","*****",
"0500000US19067","Floyd County, Iowa","15502","*****","14923","*****","579","*****",
"0500000US19069","Franklin County, Iowa","9977","*****","8368","*****","1609","*****",
"0500000US19071","Fremont County, Iowa","6570","*****","6357","*****","213","*****",
"0500000US19073","Greene County, Iowa","8722","*****","8438","*****","284","*****",
"0500000US19075","Grundy County, Iowa","12352","*****","12163","*****","189","*****",
"0500000US19077","Guthrie County, Iowa","10646","*****","10336","*****","310","*****",
"0500000US19079","Hamilton County, Iowa","14893","*****","13455","*****","1438","*****",
"0500000US19081","Hancock County, Iowa","10718","*****","10098","*****","620","*****",
"0500000US19083","Hardin County, Iowa","16729","*****","15881","*****","848","*****",
"0500000US19085","Harrison County, Iowa","14645","*****","14340","*****","305","*****",
"0500000US19087","Henry County, Iowa","20228","*****","19136","*****","1092","*****",
"0500000US19089","Howard County, Iowa","9459","*****","9171","*****","288","*****",
"0500000US19091","Humboldt County, Iowa","9573","*****","9081","*****","492","*****",
"0500000US19093","Ida County, Iowa","6944","*****","6673","*****","271","*****",
"0500000US19095","Iowa County, Iowa","16547","*****","15995","*****","552","*****",
"0500000US19097","Jackson County, Iowa","19429","*****","19141","*****","288","*****",
"0500000US19099","Jasper County, Iowa","37864","*****","36754","*****","1110","*****",
"0500000US19101","Jefferson County, Iowa","15676","*****","15044","*****","632","*****",
"0500000US19103","Johnson County, Iowa","154881","*****","144569","*****","10312","*****",
"0500000US19105","Jones County, Iowa","20799","*****","20283","*****","516","*****",
"0500000US19107","Keokuk County, Iowa","9964","*****","9743","*****","221","*****",
"0500000US19109","Kossuth County, Iowa","14610","*****","13998","*****","612","*****",
"0500000US19111","Lee County, Iowa","33175","*****","32041","*****","1134","*****",
"0500000US19113","Linn County, Iowa","229463","*****","220343","*****","9120","*****",
"0500000US19115","Louisa County, Iowa","10710","*****","8980","*****","1730","*****",
"0500000US19117","Lucas County, Iowa","8685","*****","8446","*****","239","*****",
"0500000US19119","Lyon County, Iowa","12087","*****","11666","*****","421","*****",
"0500000US19121","Madison County, Iowa","16760","*****","16393","*****","367","*****",
"0500000US19123","Mahaska County, Iowa","22045","*****","21517","*****","528","*****",
"0500000US19125","Marion County, Iowa","33551","*****","32803","*****","748","*****",
"0500000US19127","Marshall County, Iowa","39971","*****","30453","*****","9518","*****",
"0500000US19129","Mills County, Iowa","14563","*****","14038","*****","525","*****",
"0500000US19131","Mitchell County, Iowa","10548","*****","10332","*****","216","*****",
"0500000US19133","Monona County, Iowa","8619","*****","8402","*****","217","*****",
"0500000US19135","Monroe County, Iowa","7546","*****","7488","61","58","61",
"0500000US19137","Montgomery County, Iowa","10254","*****","10077","103","177","103",
"0500000US19139","Muscatine County, Iowa","42735","*****","34857","*****","7878","*****",
"0500000US19141","O'Brien County, Iowa","14103","*****","13094","*****","1009","*****",
"0500000US19143","Osceola County, Iowa","6114","*****","5496","*****","618","*****",
"0500000US19145","Page County, Iowa","15168","*****","14670","*****","498","*****",
"0500000US19147","Palo Alto County, Iowa","8902","*****","8609","*****","293","*****",
"0500000US19149","Plymouth County, Iowa","25699","*****","24121","*****","1578","*****",
"0500000US19151","Pocahontas County, Iowa","7040","*****","6657","*****","383","*****",
"0500000US19153","Polk County, Iowa","497441","*****","447625","*****","49816","*****",
"0500000US19155","Pottawattamie County, Iowa","93407","*****","85280","*****","8127","*****",
"0500000US19157","Poweshiek County, Iowa","18582","*****","17967","*****","615","*****",
"0500000US19159","Ringgold County, Iowa","4664","*****","4571","*****","93","*****",
"0500000US19161","Sac County, Iowa","9759","*****","9361","*****","398","*****",
"0500000US19163","Scott County, Iowa","174302","*****","161790","*****","12512","*****",
"0500000US19165","Shelby County, Iowa","11757","*****","11317","*****","440","*****",
"0500000US19167","Sioux County, Iowa","35984","*****","31014","*****","4970","*****",
"0500000US19169","Story County, Iowa","98592","*****","93649","*****","4943","*****",
"0500000US19171","Tama County, Iowa","16982","*****","15063","*****","1919","*****",
"0500000US19173","Taylor County, Iowa","5901","*****","5440","*****","461","*****",
"0500000US19175","Union County, Iowa","12038","*****","11618","*****","420","*****",
"0500000US19177","Van Buren County, Iowa","7236","*****","7112","*****","124","*****",
"0500000US19179","Wapello County, Iowa","35265","*****","30808","*****","4457","*****",
"0500000US19181","Warren County, Iowa","53484","*****","51630","*****","1854","*****",
"0500000US19183","Washington County, Iowa","22539","*****","20871","*****","1668","*****",
"0500000US19185","Wayne County, Iowa","6518","*****","6434","*****","84","*****",
"0500000US19187","Webster County, Iowa","36848","*****","34631","*****","2217","*****",
"0500000US19189","Winnebago County, Iowa","10648","*****","10032","*****","616","*****",
"0500000US19191","Winneshiek County, Iowa","19972","*****","19372","*****","600","*****",
"0500000US19193","Woodbury County, Iowa","105760","*****","86273","*****","19487","*****",
"0500000US19195","Worth County, Iowa","7380","*****","7131","*****","249","*****",
"0500000US19197","Wright County, Iowa","12817","*****","10415","*****","2402","*****",
"0500000US20001","Allen County, Kansas","12491","*****","11979","*****","512","*****",
"0500000US20003","Anderson County, Kansas","7819","*****","7692","80","127","80",
"0500000US20005","Atchison County, Kansas","16211","*****","15629","*****","582","*****",
"0500000US20007","Barber County, Kansas","4153","172","3899","171","254","17",
"0500000US20009","Barton County, Kansas","25275","*****","21126","*****","4149","*****",
"0500000US20011","Bourbon County, Kansas","14384","*****","13952","*****","432","*****",
"0500000US20013","Brown County, Kansas","9415","*****","8999","*****","416","*****",
"0500000US20015","Butler County, Kansas","67916","*****","64103","*****","3813","*****",
"0500000US20017","Chase County, Kansas","2579","*****","2371","*****","208","*****",
"0500000US20019","Chautauqua County, Kansas","3370","*****","3209","*****","161","*****",
"0500000US20021","Cherokee County, Kansas","19236","*****","18688","*****","548","*****",
"0500000US20023","Cheyenne County, Kansas","2628","*****","2389","*****","239","*****",
"0500000US20025","Clark County, Kansas","1987","199","1860","177","127","71",
"0500000US20027","Clay County, Kansas","8071","*****","7807","*****","264","*****",
"0500000US20029","Cloud County, Kansas","8973","*****","8641","*****","332","*****",
"0500000US20031","Coffey County, Kansas","8304","*****","8025","*****","279","*****",
"0500000US20033","Comanche County, Kansas","1685","172","1654","171","31","17",
"0500000US20035","Cowley County, Kansas","34487","*****","30389","*****","4098","*****",
"0500000US20037","Crawford County, Kansas","38963","*****","36194","*****","2769","*****",
"0500000US20039","Decatur County, Kansas","2746","*****","2634","*****","112","*****",
"0500000US20041","Dickinson County, Kansas","18423","*****","17425","*****","998","*****",
"0500000US20043","Doniphan County, Kansas","7492","*****","7255","*****","237","*****",
"0500000US20045","Douglas County, Kansas","119547","*****","111104","*****","8443","*****",
"0500000US20047","Edwards County, Kansas","2817","*****","2196","*****","621","*****",
"0500000US20049","Elk County, Kansas","2464","*****","2354","*****","110","*****",
"0500000US20051","Ellis County, Kansas","28870","*****","26831","*****","2039","*****",
"0500000US20053","Ellsworth County, Kansas","6366","*****","5981","*****","385","*****",
"0500000US20055","Finney County, Kansas","38001","*****","18086","*****","19915","*****",
"0500000US20057","Ford County, Kansas","34133","*****","14275","*****","19858","*****",
"0500000US20059","Franklin County, Kansas","25994","*****","24779","*****","1215","*****",
"0500000US20061","Geary County, Kansas","35895","*****","30084","*****","5811","*****",
"0500000US20063","Gove County, Kansas","2796","155","2759","157","37","29",
"0500000US20065","Graham County, Kansas","2406","*****","2316","*****","90","*****",
"0500000US20067","Grant County, Kansas","7284","*****","3434","*****","3850","*****",
"0500000US20069","Gray County, Kansas","5696","*****","4781","*****","915","*****",
"0500000US20071","Greeley County, Kansas","1296","123","1071","123","225","44",
"0500000US20073","Greenwood County, Kansas","5956","*****","5721","*****","235","*****",
"0500000US20075","Hamilton County, Kansas","2485","*****","1451","183","1034","183",
"0500000US20077","Harper County, Kansas","5446","*****","5025","*****","421","*****",
"0500000US20079","Harvey County, Kansas","33823","*****","29719","*****","4104","*****",
"0500000US20081","Haskell County, Kansas","3695","*****","2583","*****","1112","*****",
"0500000US20083","Hodgeman County, Kansas","1676","169","1580","163","96","33",
"0500000US20085","Jackson County, Kansas","13277","*****","12572","*****","705","*****",
"0500000US20087","Jefferson County, Kansas","18391","*****","17775","*****","616","*****",
"0500000US20089","Jewell County, Kansas","2909","*****","2833","*****","76","*****",
"0500000US20091","Johnson County, Kansas","614764","*****","559040","*****","55724","*****",
"0500000US20093","Kearny County, Kansas","3910","*****","2531","*****","1379","*****",
"0500000US20095","Kingman County, Kansas","7284","*****","6995","*****","289","*****",
"0500000US20097","Kiowa County, Kansas","2422","*****","2318","*****","104","*****",
"0500000US20099","Labette County, Kansas","19949","*****","18951","*****","998","*****",
"0500000US20101","Lane County, Kansas","1497","155","1266","157","231","28",
"0500000US20103","Leavenworth County, Kansas","82493","*****","76466","*****","6027","*****",
"0500000US20105","Lincoln County, Kansas","2924","*****","2801","*****","123","*****",
"0500000US20107","Linn County, Kansas","9723","*****","9439","*****","284","*****",
"0500000US20109","Logan County, Kansas","2720","*****","2535","*****","185","*****",
"0500000US20111","Lyon County, Kansas","32145","*****","24619","*****","7526","*****",
"0500000US20113","McPherson County, Kansas","30130","*****","28495","*****","1635","*****",
"0500000US20115","Marion County, Kansas","11795","*****","11315","*****","480","*****",
"0500000US20117","Marshall County, Kansas","10001","*****","9739","*****","262","*****",
"0500000US20119","Meade County, Kansas","3949","199","3034","177","915","71",
"0500000US20121","Miami County, Kansas","34625","*****","33291","*****","1334","*****",
"0500000US20123","Mitchell County, Kansas","5767","*****","5649","70","118","70",
"0500000US20125","Montgomery County, Kansas","31143","*****","28715","*****","2428","*****",
"0500000US20127","Morris County, Kansas","5388","*****","5151","*****","237","*****",
"0500000US20129","Morton County, Kansas","2647","*****","2034","*****","613","*****",
"0500000US20131","Nemaha County, Kansas","10213","*****","9956","*****","257","*****",
"0500000US20133","Neosho County, Kansas","15715","*****","14785","*****","930","*****",
"0500000US20135","Ness County, Kansas","2659","*****","2256","9","403","9",
"0500000US20137","Norton County, Kansas","5392","*****","5078","*****","314","*****",
"0500000US20139","Osage County, Kansas","15780","*****","15268","*****","512","*****",
"0500000US20141","Osborne County, Kansas","3473","*****","3380","*****","93","*****",
"0500000US20143","Ottawa County, Kansas","5782","*****","5599","*****","183","*****",
"0500000US20145","Pawnee County, Kansas","6220","*****","5680","*****","540","*****",
"0500000US20147","Phillips County, Kansas","4874","*****","4714","*****","160","*****",
"0500000US20149","Pottawatomie County, Kansas","25808","*****","24300","*****","1508","*****",
"0500000US20151","Pratt County, Kansas","9120","*****","8365","*****","755","*****",
"0500000US20153","Rawlins County, Kansas","2533","*****","2347","*****","186","*****",
"0500000US20155","Reno County, Kansas","61693","*****","55448","*****","6245","*****",
"0500000US20157","Republic County, Kansas","4662","*****","4546","*****","116","*****",
"0500000US20159","Rice County, Kansas","9389","*****","8107","*****","1282","*****",
"0500000US20161","Riley County, Kansas","71710","*****","64590","*****","7120","*****",
"0500000US20163","Rooks County, Kansas","4869","*****","4725","*****","144","*****",
"0500000US20165","Rush County, Kansas","2957","169","2797","163","160","34",
"0500000US20167","Russell County, Kansas","6717","*****","6446","*****","271","*****",
"0500000US20169","Saline County, Kansas","53801","*****","47086","*****","6715","*****",
"0500000US20171","Scott County, Kansas","5071","*****","4047","126","1024","126",
"0500000US20173","Sedgwick County, Kansas","524810","*****","440139","*****","84671","*****",
"0500000US20175","Seward County, Kansas","21640","*****","7222","*****","14418","*****",
"0500000US20177","Shawnee County, Kansas","178315","*****","154071","*****","24244","*****",
"0500000US20179","Sheridan County, Kansas","2442","*****","2297","*****","145","*****",
"0500000US20181","Sherman County, Kansas","5919","*****","5153","*****","766","*****",
"0500000US20183","Smith County, Kansas","3579","*****","3539","22","40","22",
"0500000US20185","Stafford County, Kansas","4004","*****","3470","*****","534","*****",
"0500000US20187","Stanton County, Kansas","2018","*****","1110","184","908","184",
"0500000US20189","Stevens County, Kansas","5212","*****","3196","*****","2016","*****",
"0500000US20191","Sumner County, Kansas","22386","*****","21066","*****","1320","*****",
"0500000US20193","Thomas County, Kansas","7913","*****","7274","*****","639","*****",
"0500000US20195","Trego County, Kansas","2778","*****","2773","7","5","7",
"0500000US20197","Wabaunsee County, Kansas","6961","*****","6639","*****","322","*****",
"0500000US20199","Wallace County, Kansas","1459","123","1368","123","91","44",
"0500000US20201","Washington County, Kansas","5519","*****","5261","*****","258","*****",
"0500000US20203","Wichita County, Kansas","2115","*****","1487","125","628","125",
"0500000US20205","Wilson County, Kansas","8559","*****","8249","*****","310","*****",
"0500000US20207","Woodson County, Kansas","3118","*****","3095","20","23","20",
"0500000US20209","Wyandotte County, Kansas","167277","*****","111512","*****","55765","*****",
"0500000US21001","Adair County, Kentucky","19016","*****","18390","*****","626","*****",
"0500000US21003","Allen County, Kentucky","21029","*****","20445","*****","584","*****",
"0500000US21005","Anderson County, Kentucky","24098","*****","23520","*****","578","*****",
"0500000US21007","Ballard County, Kentucky","7678","*****","7568","*****","110","*****",
"0500000US21009","Barren County, Kentucky","44670","*****","42766","*****","1904","*****",
"0500000US21011","Bath County, Kentucky","12812","*****","12585","*****","227","*****",
"0500000US21013","Bell County, Kentucky","23878","*****","23701","136","177","136",
"0500000US21015","Boone County, Kentucky","137676","*****","129849","*****","7827","*****",
"0500000US21017","Bourbon County, Kentucky","20174","*****","18651","*****","1523","*****",
"0500000US21019","Boyd County, Kentucky","48043","*****","47227","*****","816","*****",
"0500000US21021","Boyle County, Kentucky","30708","*****","29270","*****","1438","*****",
"0500000US21023","Bracken County, Kentucky","8427","*****","8349","67","78","67",
"0500000US21025","Breathitt County, Kentucky","13438","*****","13283","105","155","105",
"0500000US21027","Breckinridge County, Kentucky","20722","*****","20395","*****","327","*****",
"0500000US21029","Bullitt County, Kentucky","83209","*****","80808","*****","2401","*****",
"0500000US21031","Butler County, Kentucky","12373","*****","11757","*****","616","*****",
"0500000US21033","Caldwell County, Kentucky","12631","*****","12332","151","299","151",
"0500000US21035","Calloway County, Kentucky","37882","*****","36568","*****","1314","*****",
"0500000US21037","Campbell County, Kentucky","93193","*****","90831","*****","2362","*****",
"0500000US21039","Carlisle County, Kentucky","4763","*****","4630","*****","133","*****",
"0500000US21041","Carroll County, Kentucky","10878","*****","10082","*****","796","*****",
"0500000US21043","Carter County, Kentucky","26515","*****","26226","122","289","122",
"0500000US21045","Casey County, Kentucky","15951","*****","15419","*****","532","*****",
"0500000US21047","Christian County, Kentucky","72599","*****","66479","*****","6120","*****",
"0500000US21049","Clark County, Kentucky","37004","*****","35511","*****","1493","*****",
"0500000US21051","Clay County, Kentucky","20105","*****","19861","66","244","66",
"0500000US21053","Clinton County, Kentucky","9240","*****","8960","*****","280","*****",
"0500000US21055","Crittenden County, Kentucky","8972","*****","8756","96","216","96",
"0500000US21057","Cumberland County, Kentucky","5948","*****","5841","*****","107","*****",
"0500000US21059","Daviess County, Kentucky","103195","*****","99020","*****","4175","*****",
"0500000US21061","Edmonson County, Kentucky","12243","*****","12048","*****","195","*****",
"0500000US21063","Elliott County, Kentucky","7336","*****","7188","93","148","93",
"0500000US21065","Estill County, Kentucky","14079","*****","13948","139","131","139",
"0500000US21067","Fayette County, Kentucky","321122","*****","291551","*****","29571","*****",
"0500000US21069","Fleming County, Kentucky","15221","*****","14983","*****","238","*****",
"0500000US21071","Floyd County, Kentucky","35342","*****","35012","*****","330","*****",
"0500000US21073","Franklin County, Kentucky","51563","*****","49454","*****","2109","*****",
"0500000US21075","Fulton County, Kentucky","6440","*****","6354","83","86","83",
"0500000US21077","Gallatin County, Kentucky","8749","*****","8277","*****","472","*****",
"0500000US21079","Garrard County, Kentucky","17346","*****","16878","*****","468","*****",
"0500000US21081","Grant County, Kentucky","25238","*****","24439","*****","799","*****",
"0500000US21083","Graves County, Kentucky","36612","*****","33774","*****","2838","*****",
"0500000US21085","Grayson County, Kentucky","26586","*****","26177","*****","409","*****",
"0500000US21087","Green County, Kentucky","11278","*****","11018","125","260","125",
"0500000US21089","Greenup County, Kentucky","35639","*****","35253","*****","386","*****",
"0500000US21091","Hancock County, Kentucky","9032","*****","8969","46","63","46",
"0500000US21093","Hardin County, Kentucky","111452","*****","104445","*****","7007","*****",
"0500000US21095","Harlan County, Kentucky","26185","*****","26145","21","40","21",
"0500000US21097","Harrison County, Kentucky","18971","*****","18551","*****","420","*****",
"0500000US21099","Hart County, Kentucky","19470","*****","19086","*****","384","*****",
"0500000US21101","Henderson County, Kentucky","44493","*****","43057","*****","1436","*****",
"0500000US21103","Henry County, Kentucky","15774","*****","15168","*****","606","*****",
"0500000US21105","Hickman County, Kentucky","4470","*****","4362","*****","108","*****",
"0500000US21107","Hopkins County, Kentucky","45143","*****","44003","*****","1140","*****",
"0500000US21109","Jackson County, Kentucky","13003","*****","12878","*****","125","*****",
"0500000US21111","Jefferson County, Kentucky","777392","*****","716519","*****","60873","*****",
"0500000US21113","Jessamine County, Kentucky","53792","*****","51325","*****","2467","*****",
"0500000US21115","Johnson County, Kentucky","22464","*****","22344","88","120","88",
"0500000US21117","Kenton County, Kentucky","169817","*****","162059","*****","7758","*****",
"0500000US21119","Knott County, Kentucky","14046","*****","13926","*****","120","*****",
"0500000US21121","Knox County, Kentucky","30034","*****","29669","*****","365","*****",
"0500000US21123","Larue County, Kentucky","15028","*****","14533","*****","495","*****",
"0500000US21125","Laurel County, Kentucky","62731","*****","61692","*****","1039","*****",
"0500000US21127","Lawrence County, Kentucky","16171","*****","16066","115","105","115",
"0500000US21129","Lee County, Kentucky","7375","*****","7303","*****","72","*****",
"0500000US21131","Leslie County, Kentucky","10261","*****","10210","76","51","76",
"0500000US21133","Letcher County, Kentucky","21146","*****","20987","*****","159","*****",
"0500000US21135","Lewis County, Kentucky","13028","*****","13017","15","11","15",
"0500000US21137","Lincoln County, Kentucky","24415","*****","23917","*****","498","*****",
"0500000US21139","Livingston County, Kentucky","8941","*****","8723","*****","218","*****",
"0500000US21141","Logan County, Kentucky","27731","*****","26794","*****","937","*****",
"0500000US21143","Lyon County, Kentucky","8831","*****","8737","90","94","90",
"0500000US21145","McCracken County, Kentucky","67584","*****","65374","*****","2210","*****",
"0500000US21147","McCreary County, Kentucky","16905","*****","16609","89","296","89",
"0500000US21149","McLean County, Kentucky","9127","*****","8941","*****","186","*****",
"0500000US21151","Madison County, Kentucky","94064","*****","90884","*****","3180","*****",
"0500000US21153","Magoffin County, Kentucky","11495","*****","11345","81","150","81",
"0500000US21155","Marion County, Kentucky","19680","*****","18984","*****","696","*****",
"0500000US21157","Marshall County, Kentucky","31728","*****","31128","*****","600","*****",
"0500000US21159","Martin County, Kentucky","11181","*****","10968","38","213","38",
"0500000US21161","Mason County, Kentucky","16995","*****","16611","*****","384","*****",
"0500000US21163","Meade County, Kentucky","30032","*****","28819","*****","1213","*****",
"0500000US21165","Menifee County, Kentucky","6203","*****","6049","22","154","22",
"0500000US21167","Mercer County, Kentucky","22824","*****","22094","*****","730","*****",
"0500000US21169","Metcalfe County, Kentucky","10372","*****","10139","*****","233","*****",
"0500000US21171","Monroe County, Kentucky","11318","*****","10818","*****","500","*****",
"0500000US21173","Montgomery County, Kentucky","28271","*****","27329","*****","942","*****",
"0500000US21175","Morgan County, Kentucky","13938","*****","13498","*****","440","*****",
"0500000US21177","Muhlenberg County, Kentucky","30712","*****","30117","*****","595","*****",
"0500000US21179","Nelson County, Kentucky","47102","*****","45824","*****","1278","*****",
"0500000US21181","Nicholas County, Kentucky","7655","*****","7577","89","78","89",
"0500000US21183","Ohio County, Kentucky","23704","*****","22697","*****","1007","*****",
"0500000US21185","Oldham County, Kentucky","68600","*****","65299","*****","3301","*****",
"0500000US21187","Owen County, Kentucky","11270","*****","10992","*****","278","*****",
"0500000US21189","Owsley County, Kentucky","4021","*****","4021","13","0","13",
"0500000US21191","Pendleton County, Kentucky","14683","*****","14453","*****","230","*****",
"0500000US21193","Perry County, Kentucky","27847","*****","27757","72","90","72",
"0500000US21195","Pike County, Kentucky","57466","*****","56765","*****","701","*****",
"0500000US21197","Powell County, Kentucky","13057","*****","12878","148","179","148",
"0500000US21199","Pulaski County, Kentucky","65503","*****","63555","*****","1948","*****",
"0500000US21201","Robertson County, Kentucky","2239","*****","2224","22","15","22",
"0500000US21203","Rockcastle County, Kentucky","16144","*****","15954","*****","190","*****",
"0500000US21205","Rowan County, Kentucky","24525","*****","23982","*****","543","*****",
"0500000US21207","Russell County, Kentucky","18117","*****","17326","*****","791","*****",
"0500000US21209","Scott County, Kentucky","58269","*****","55077","*****","3192","*****",
"0500000US21211","Shelby County, Kentucky","48599","*****","43360","*****","5239","*****",
"0500000US21213","Simpson County, Kentucky","19786","*****","19107","*****","679","*****",
"0500000US21215","Spencer County, Kentucky","19875","*****","19365","*****","510","*****",
"0500000US21217","Taylor County, Kentucky","26205","*****","25452","*****","753","*****",
"0500000US21219","Todd County, Kentucky","12330","*****","11706","*****","624","*****",
"0500000US21221","Trigg County, Kentucky","14211","*****","13845","*****","366","*****",
"0500000US21223","Trimble County, Kentucky","8531","*****","8297","*****","234","*****",
"0500000US21225","Union County, Kentucky","13379","*****","13159","*****","220","*****",
"0500000US21227","Warren County, Kentucky","137549","*****","128006","*****","9543","*****",
"0500000US21229","Washington County, Kentucky","12091","*****","12036","57","55","57",
"0500000US21231","Wayne County, Kentucky","19592","*****","18731","*****","861","*****",
"0500000US21233","Webster County, Kentucky","12873","*****","12032","*****","841","*****",
"0500000US21235","Whitley County, Kentucky","36755","*****","36043","*****","712","*****",
"0500000US21237","Wolfe County, Kentucky","6484","*****","6382","90","102","90",
"0500000US21239","Woodford County, Kentucky","27017","*****","25034","*****","1983","*****",
"0500000US22001","Acadia Parish, Louisiana","57218","*****","55416","*****","1802","*****",
"0500000US22003","Allen Parish, Louisiana","22552","*****","20749","*****","1803","*****",
"0500000US22005","Ascension Parish, Louisiana","128593","*****","118116","*****","10477","*****",
"0500000US22007","Assumption Parish, Louisiana","20720","*****","19860","*****","860","*****",
"0500000US22009","Avoyelles Parish, Louisiana","39176","*****","37682","*****","1494","*****",
"0500000US22011","Beauregard Parish, Louisiana","36646","*****","35250","*****","1396","*****",
"0500000US22013","Bienville Parish, Louisiana","12769","*****","12513","*****","256","*****",
"0500000US22015","Bossier Parish, Louisiana","129134","*****","118806","*****","10328","*****",
"0500000US22017","Caddo Parish, Louisiana","232973","*****","224442","*****","8531","*****",
"0500000US22019","Calcasieu Parish, Louisiana","208668","*****","197863","*****","10805","*****",
"0500000US22021","Caldwell Parish, Louisiana","9563","*****","9310","*****","253","*****",
"0500000US22023","Cameron Parish, Louisiana","5222","*****","5212","16","10","16",
"0500000US22025","Catahoula Parish, Louisiana","8738","*****","8644","62","94","62",
"0500000US22027","Claiborne Parish, Louisiana","14019","*****","13548","*****","471","*****",
"0500000US22029","Concordia Parish, Louisiana","18325","*****","17860","*****","465","*****",
"0500000US22031","De Soto Parish, Louisiana","26897","*****","26069","*****","828","*****",
"0500000US22033","East Baton Rouge Parish, Louisiana","452821","*****","422994","*****","29827","*****",
"0500000US22035","East Carroll Parish, Louisiana","7195","*****","7051","64","144","64",
"0500000US22037","East Feliciana Parish, Louisiana","19378","*****","18999","*****","379","*****",
"0500000US22039","Evangeline Parish, Louisiana","32162","*****","30734","*****","1428","*****",
"0500000US22041","Franklin Parish, Louisiana","19590","*****","19270","*****","320","*****",
"0500000US22043","Grant Parish, Louisiana","22123","*****","20787","*****","1336","*****",
"0500000US22045","Iberia Parish, Louisiana","69194","*****","65384","*****","3810","*****",
"0500000US22047","Iberville Parish, Louisiana","29950","*****","28510","*****","1440","*****",
"0500000US22049","Jackson Parish, Louisiana","14939","*****","14453","*****","486","*****",
"0500000US22051","Jefferson Parish, Louisiana","432484","*****","353922","*****","78562","*****",
"0500000US22053","Jefferson Davis Parish, Louisiana","32083","*****","31300","*****","783","*****",
"0500000US22055","Lafayette Parish, Louisiana","245075","*****","229228","*****","15847","*****",
"0500000US22057","Lafourche Parish, Louisiana","96670","*****","91108","*****","5562","*****",
"0500000US22059","LaSalle Parish, Louisiana","14804","*****","13489","*****","1315","*****",
"0500000US22061","Lincoln Parish, Louisiana","48160","*****","46407","*****","1753","*****",
"0500000US22063","Livingston Parish, Louisiana","145583","*****","136488","*****","9095","*****",
"0500000US22065","Madison Parish, Louisiana","9757","*****","9518","*****","239","*****",
"0500000US22067","Morehouse Parish, Louisiana","24967","*****","24562","*****","405","*****",
